,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
25,41.0,5554,0,452,10,0,4709,36,0,320,0,0,627,46,0,139,4703,1737,2087,1232,208,0,908,1416,1483,1159,311,138,53,0,0,0,3161,2341,42,57,191,2934,1790,235,14,820,630,309,0,1287,38,2333,3,3065,88,1011,1329,67,31,45,59,3,0,285,702,2943,1329,4568,46,9,816,13,0,153,70,292,828,4145,1424,551,236,70,0,0,0,315,48,0,3,6,66,42,0,0,0,0,0,0,0,0,999,235,140,18,0,283,120,1019,5177,3446,872,389,145,280,3446,885,0,384,122,21,280,3446,1229,280,147,24,6,0,0,0,7329,413,374,3373,685,559,516,640,490,240,605,3553,1241,801,1109,4664,1945,281,425,12,0,0,0,5553,335,165,783,442,4044,3282,435,1119,5779,6151,268,170,708,7,6151,7,4,11,0,3,3,3,35,6,70,3,37,922,6151,1175,7091,218,3,8,536.3,AgriculturalArea_MixedUseArea_Residential,8,Dresden
26,42.0,231,0,171,0,0,47,0,0,0,0,0,22,0,0,0,211,0,13,34,92,0,0,0,33,36,44,54,34,0,0,0,226,0,4,49,23,8,53,70,3,22,204,0,0,0,0,0,0,143,48,29,16,80,41,29,39,9,0,24,7,0,16,3,3,0,204,3,0,145,50,31,14,0,181,85,40,19,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,93,38,31,3,0,18,6,140,223,33,90,81,3,3,33,154,0,16,3,0,3,33,89,42,33,3,0,0,0,0,554,42,56,63,46,111,124,63,28,12,87,76,155,150,86,205,324,12,18,0,0,0,0,546,0,0,3,0,276,266,13,167,363,554,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,553,0,0,0,247.4,Residential,4,Dresden
27,43.0,416,0,211,0,0,146,9,0,19,0,0,39,0,0,0,370,0,49,128,60,0,3,13,75,87,75,50,24,0,0,0,394,0,21,178,75,38,21,38,0,40,332,0,0,7,0,4,0,320,46,27,4,99,27,4,97,15,3,120,41,0,4,6,18,0,344,6,0,139,124,123,41,0,262,128,32,24,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,158,39,25,6,0,53,15,167,377,99,140,89,6,0,99,203,0,15,3,0,0,99,155,47,22,6,0,0,0,0,851,47,65,67,64,136,152,113,99,30,108,80,217,213,209,283,463,43,53,0,0,0,0,812,11,0,0,3,415,428,43,232,565,841,3,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,3,841,3,843,3,0,0,316.2,AgriculturalArea_Residential,5,Dresden
28,44.0,351,0,216,0,0,114,0,0,7,0,0,91,7,0,0,255,0,38,96,107,0,4,19,53,79,81,56,26,0,0,0,336,0,13,48,20,10,41,186,14,98,243,0,0,0,6,0,0,250,55,30,7,96,46,24,53,3,0,69,7,47,7,0,24,0,299,6,0,176,62,69,7,47,257,114,41,47,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,131,74,24,0,0,27,9,191,336,69,121,116,3,0,69,215,0,24,0,0,0,69,133,74,31,3,0,0,0,0,762,53,47,91,74,141,183,90,59,23,102,101,210,228,118,259,443,19,31,0,0,0,0,734,9,0,6,0,399,366,13,125,628,757,6,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,3,757,6,755,3,0,0,260.9,AgriculturalArea_MixedUseArea_Residential,6,Dresden
29,46.0,7423,0,1361,0,0,5661,27,0,296,0,0,1411,74,0,0,5907,605,1610,3549,861,0,213,1046,1796,2358,1167,415,222,0,0,0,7308,0,101,1157,812,1642,1714,1483,44,1499,2156,2316,49,730,391,0,11,3178,408,3564,214,562,221,128,472,40,6,1328,1968,2446,214,2987,298,53,3799,58,6,932,530,1361,2022,2566,3908,1697,690,331,0,0,0,287,319,0,15,9,201,96,0,0,0,0,0,0,0,0,2335,895,526,50,3,751,360,2721,7065,3012,2032,1434,391,81,3012,2786,0,667,329,31,81,3012,2363,924,572,58,6,0,0,0,13569,1387,890,1649,1630,2224,1910,1666,1478,715,2130,1811,3868,2668,3115,5565,5962,868,1136,0,0,0,0,12906,256,44,172,40,6653,6915,530,2046,10961,13260,106,24,106,0,13260,0,4,6,0,0,0,0,0,0,9,3,0,203,13260,276,13384,148,6,0,306.4,CommercialBuildingArea_Residential,29,Dresden
30,47.0,1099,0,0,0,0,924,61,0,92,0,0,79,41,8,0,959,9,307,569,113,0,51,175,492,219,112,16,3,0,0,0,966,10,120,0,90,712,64,92,58,130,0,11,0,596,232,0,6,103,0,517,450,0,0,0,0,0,0,17,312,292,450,966,0,0,70,0,0,3,6,32,468,560,364,177,51,9,0,0,0,80,6,0,3,0,13,6,0,0,0,0,0,0,0,0,274,54,26,3,0,114,41,210,931,463,248,81,27,99,463,242,0,93,24,3,99,463,321,97,35,6,0,0,0,0,1632,65,73,461,169,145,135,143,220,222,117,482,317,194,526,781,548,197,105,3,0,0,0,1285,80,73,179,9,812,816,106,279,1240,1403,30,61,132,0,1403,7,0,3,0,0,0,0,0,0,17,0,15,164,1403,235,1559,69,0,0,3112.3,AgriculturalArea_MixedUseArea,8,Dresden
31,50.0,965,0,541,0,0,360,0,0,16,0,0,114,0,0,0,856,0,167,330,201,0,9,41,186,251,210,101,82,0,0,0,940,0,23,299,327,74,54,64,3,114,754,0,0,72,0,0,0,697,110,112,41,299,57,17,220,53,9,231,59,0,41,42,84,0,731,46,0,385,287,249,67,0,636,278,84,78,0,0,0,24,33,0,0,3,16,12,0,0,0,0,0,0,0,0,375,168,60,3,3,99,68,422,916,246,333,250,63,6,246,467,0,83,39,3,6,246,352,154,77,18,6,0,0,0,2027,178,128,194,241,341,313,281,225,76,292,215,588,457,477,759,1009,131,110,0,0,0,0,1928,11,13,19,6,1031,1003,49,395,1573,2003,0,7,3,0,2003,0,0,0,0,0,0,0,0,0,3,0,0,9,2003,17,2009,18,0,0,212.7,AgriculturalArea_CommercialBuildingArea_Residential,10,Dresden
32,51.0,7299,0,887,3,0,5472,55,3,788,0,0,1627,66,0,254,5323,644,1997,3437,726,0,678,751,1928,2278,989,217,331,0,0,0,6954,204,124,1008,1710,830,2754,551,9,1964,1548,1372,0,1692,283,200,9,2181,427,3228,1417,190,121,153,165,27,9,1134,2380,1624,1417,3489,203,69,3259,47,0,491,218,1230,2902,2407,3082,1209,509,194,0,0,0,401,221,6,16,12,234,102,0,0,0,0,0,0,0,0,1923,666,384,56,6,519,193,2323,6391,3020,1635,1018,412,248,3020,1978,0,679,358,31,248,3020,2062,723,413,62,6,0,0,0,11772,1103,784,2570,1563,1582,1452,1109,1014,610,1713,2757,3141,1973,2215,5845,4266,662,972,15,0,0,0,10809,275,198,383,54,5777,5987,603,1947,9206,11315,146,113,158,0,11315,0,9,6,0,0,3,0,9,3,32,6,35,256,11315,445,11385,366,3,0,482.6,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,18,Dresden
33,52.0,44,0,12,0,0,26,0,0,0,0,0,15,0,0,0,24,0,12,12,3,0,0,8,7,6,3,6,3,0,0,0,43,0,0,7,10,3,3,14,0,15,17,0,0,0,7,0,0,30,3,4,0,0,0,3,6,0,3,10,16,0,0,0,3,0,38,0,0,9,12,10,16,0,28,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,21,44,14,9,9,0,0,14,21,0,6,0,0,0,14,12,9,0,0,0,0,0,0,99,6,9,6,15,25,6,9,6,7,15,6,43,9,21,45,43,3,7,0,0,0,0,92,0,0,0,0,49,47,6,16,75,97,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,99,0,0,0,83.3,CommercialBuildingArea,2,Dresden
34,53.0,5265,0,319,3,0,4553,14,0,365,0,0,182,345,0,3,4706,1384,1411,2214,79,0,1434,506,952,1617,580,119,24,0,0,0,5245,0,19,106,213,12,4641,57,0,542,322,924,0,3400,12,0,0,183,245,1580,3228,23,183,0,21,15,0,72,839,841,3228,4851,21,0,289,49,0,220,50,83,1751,3133,1892,792,204,152,0,0,0,149,179,12,12,3,238,86,0,0,0,0,0,0,0,0,1200,405,193,48,16,251,171,1464,4880,2900,947,558,379,67,2900,1154,0,347,335,19,67,2900,1220,441,209,53,25,0,0,0,8160,705,519,1502,851,932,1475,976,696,502,1073,1656,1792,2013,1636,3925,2567,601,1056,0,0,0,0,7590,171,101,182,83,4105,4048,208,725,7218,7895,86,51,121,0,7895,0,0,3,3,0,0,0,6,0,9,0,10,189,7895,260,7975,184,0,6,236.1,Residential,5,Dresden
35,56.0,770,0,367,0,0,319,13,0,45,0,0,205,21,0,0,544,0,160,230,205,0,3,51,174,212,153,60,47,0,0,0,750,0,18,248,194,33,46,150,22,225,493,0,3,34,5,0,0,585,73,103,3,156,43,59,123,12,3,214,144,13,3,12,65,3,632,39,0,262,143,214,144,13,473,177,99,68,0,0,0,25,33,0,0,0,16,6,0,0,0,0,0,0,0,0,237,140,52,0,0,42,28,375,699,211,203,226,43,0,211,357,0,63,26,3,0,211,228,143,61,3,0,0,0,0,1611,142,106,234,188,290,295,146,118,75,237,254,484,373,268,639,780,96,84,3,0,0,0,1559,10,9,7,7,807,795,34,224,1346,1599,0,3,0,0,1599,0,0,0,0,0,0,0,0,0,3,0,0,0,1599,3,1605,5,0,0,224.9,AgriculturalArea_Residential,8,Dresden
36,57.0,5022,0,91,0,0,4854,4,0,54,0,0,415,0,0,0,4592,1296,1799,1713,67,0,1415,356,1077,1815,199,66,26,0,0,0,4141,836,37,89,31,4059,469,254,0,418,333,2040,0,730,594,806,3,1463,631,1996,919,15,3,0,24,3,0,92,1501,2447,919,4771,4,3,193,0,0,18,31,96,1502,3362,1521,874,128,69,0,0,0,202,65,6,0,9,76,48,0,0,0,0,0,0,0,0,1207,200,65,12,5,592,131,789,4948,3265,1087,283,147,141,3265,1086,0,281,125,9,141,3265,1315,226,76,21,10,0,0,0,7003,271,271,1902,628,608,612,606,1388,698,417,2034,1235,848,2464,3318,2377,701,589,15,0,0,0,5984,252,157,440,134,3421,3576,325,997,5672,6351,152,136,350,3,6351,3,3,6,0,0,0,3,21,0,49,16,28,464,6351,646,6817,167,0,3,849.0,AgriculturalArea_MixedUseArea_Residential,13,Dresden
37,59.0,898,0,331,0,0,491,3,0,50,0,0,160,3,0,0,731,6,205,431,98,0,8,104,275,216,149,73,33,0,0,0,860,0,39,360,322,29,12,105,0,165,653,18,0,20,5,3,0,551,97,189,55,71,56,66,114,21,10,342,146,24,55,20,67,6,714,38,3,203,149,360,149,44,515,209,76,55,0,0,0,53,39,0,0,3,27,3,0,0,0,0,0,0,0,0,309,127,58,9,0,80,52,369,834,310,263,191,58,6,310,349,0,109,42,3,6,310,300,122,65,9,6,0,0,0,1714,159,124,206,227,312,248,215,162,74,260,226,528,343,349,730,730,101,134,3,0,0,0,1658,29,0,9,0,832,880,49,273,1394,1692,6,3,0,0,1692,0,0,0,0,0,0,0,0,0,0,0,0,6,1692,13,1697,15,0,0,238.7,Residential,8,Dresden
38,60.0,2624,0,590,0,0,1856,13,0,129,0,0,775,61,0,0,1792,21,933,1201,258,0,94,383,785,776,336,139,55,0,0,0,2566,0,58,750,982,95,173,476,8,839,1066,536,0,75,42,0,3,1417,462,705,33,119,163,168,69,10,10,871,1010,149,33,97,175,462,1756,49,0,465,102,879,1033,149,1399,567,250,112,0,0,0,137,127,0,0,6,75,27,0,0,0,0,0,0,0,0,835,348,178,9,0,221,134,1022,2459,1002,717,527,141,51,1002,952,0,273,125,9,51,1002,844,377,186,21,6,0,0,0,4751,447,314,649,695,781,711,530,429,197,715,698,1479,941,916,2110,2027,247,373,0,0,0,0,4618,43,19,28,3,2340,2411,133,645,3961,4697,9,15,9,0,4697,0,0,0,0,0,0,0,0,0,0,10,0,22,4697,44,4717,28,3,0,392.0,AgriculturalArea_CommercialBuildingArea_Residential,15,Dresden
39,63.0,4083,0,176,0,0,3656,33,3,192,0,0,1137,50,0,0,2883,48,1786,1935,163,0,159,744,1632,1137,291,53,16,0,0,0,3887,5,188,2438,872,39,177,389,12,1196,1747,0,4,551,423,12,10,734,376,2723,234,9,0,18,21,9,6,571,2464,715,234,427,150,59,3196,98,26,39,35,613,2654,718,1643,315,295,56,0,0,0,368,247,0,15,3,239,52,0,0,0,0,0,0,0,0,918,435,220,34,3,88,61,1483,3851,1981,686,611,346,218,1981,665,0,632,303,34,218,1981,1054,477,247,43,15,0,0,0,6991,937,472,1858,1520,904,547,323,241,192,1297,1970,2423,714,591,4691,1463,270,556,15,0,0,0,6489,184,138,160,6,3356,3635,294,861,5834,6618,150,113,100,0,6618,0,3,3,0,0,0,3,6,0,21,39,15,222,6618,371,6780,207,0,0,223.3,AgriculturalArea_MixedUseArea_Residential,6,Dresden
40,64.0,284,0,178,0,0,88,0,0,9,0,0,45,0,0,0,239,3,38,74,33,0,3,3,55,82,58,42,15,0,0,0,282,0,0,72,87,12,15,52,3,45,221,0,7,3,0,0,0,239,33,0,15,112,20,0,89,10,0,57,0,0,15,3,9,9,225,13,0,128,107,62,0,0,185,89,19,9,0,0,0,6,7,0,0,0,3,0,0,0,0,0,0,0,0,0,112,33,12,0,0,33,7,124,274,72,102,67,9,3,72,152,0,17,6,0,3,72,122,30,15,0,0,0,0,0,597,34,43,39,71,92,105,76,74,38,82,53,164,141,149,208,322,32,23,0,0,0,0,583,3,3,0,0,306,291,3,94,495,592,0,3,0,0,592,0,0,0,0,0,0,0,0,0,0,3,0,0,592,3,596,0,0,0,143.5,AgriculturalArea_Residential,5,Dresden
41,65.0,887,0,354,0,0,483,7,0,11,0,0,336,9,0,50,479,0,255,336,117,0,0,118,211,262,124,46,30,0,0,0,873,0,13,146,66,214,94,219,15,396,368,42,0,26,9,0,0,526,71,173,113,146,27,47,94,7,12,164,155,123,113,156,25,24,617,16,0,221,127,190,226,123,540,236,74,41,0,0,0,38,30,0,0,3,39,3,0,0,0,0,0,0,0,0,329,116,45,0,0,105,25,376,857,294,281,197,56,12,294,375,0,84,42,6,12,294,323,131,44,0,0,0,0,0,1731,151,106,198,222,288,262,198,196,71,251,211,514,347,391,708,825,83,103,0,0,0,0,1673,27,0,6,9,876,860,28,282,1408,1717,4,0,0,0,1717,0,3,0,0,0,0,0,0,0,0,0,0,6,1717,7,1724,3,0,0,241.3,CommercialBuildingArea_Residential,8,Dresden
42,66.0,535,0,206,0,0,268,0,0,40,0,0,132,3,0,0,395,3,96,218,96,0,0,69,138,118,73,37,44,0,0,0,516,0,15,167,70,61,36,109,19,134,304,0,29,3,0,0,32,466,27,32,7,112,13,3,95,6,0,198,53,46,7,7,61,3,423,16,0,129,107,202,53,46,301,136,44,16,0,0,0,9,9,0,0,0,12,6,0,0,0,0,0,0,0,0,186,41,24,3,0,75,24,187,482,152,156,103,27,3,152,223,0,33,24,0,3,152,184,48,30,0,3,0,0,0,1089,98,70,56,103,158,147,134,153,149,166,71,264,199,393,373,515,119,79,0,0,0,0,1045,15,0,3,3,486,600,48,314,722,1079,0,0,3,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,3,1079,6,1073,14,0,0,362.7,AgriculturalArea_Residential,4,Dresden
43,67.0,9276,0,264,0,0,8596,73,0,300,0,0,2088,178,0,13,6974,242,4159,4108,535,0,590,1796,3749,2228,680,113,59,0,0,0,8774,7,496,5919,1033,341,618,902,17,2298,3913,99,50,1742,795,0,44,1457,349,6341,1096,3,6,3,36,9,9,861,4048,3147,1096,4853,199,77,3701,224,24,33,78,959,4583,3594,3229,407,506,49,0,0,0,1078,517,0,41,15,468,59,0,0,0,0,0,0,0,0,1910,762,442,67,3,61,81,3052,8888,4733,1479,1119,629,917,4733,974,0,1617,548,80,917,4733,2368,1104,510,111,18,0,0,0,15703,1791,768,5431,4055,1901,761,393,322,271,2384,5605,5950,940,832,12178,2213,333,953,33,0,0,0,14271,532,223,502,136,7960,7740,1196,3166,11333,14646,470,178,369,0,14646,0,6,42,0,0,3,6,58,3,33,68,27,668,14646,1059,15315,366,6,0,239.7,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,12,Dresden
44,68.0,2286,0,37,0,0,2050,25,3,157,0,0,248,16,0,0,2013,40,955,1128,24,0,85,245,594,994,309,14,0,0,0,0,2231,0,55,229,32,1685,7,225,20,267,145,729,0,627,421,0,0,344,274,1093,552,0,0,3,0,0,13,53,766,872,552,1954,6,0,260,6,0,3,13,61,948,1237,924,501,57,31,0,0,0,146,60,0,0,0,49,35,0,0,0,0,0,0,0,0,739,132,32,3,0,374,72,472,2098,1081,650,166,95,89,1081,618,0,201,85,0,89,1081,793,168,45,3,0,0,0,0,3688,186,110,720,355,317,339,334,904,413,253,765,675,483,1511,1504,1361,451,368,6,0,0,0,3157,128,81,232,71,1712,1974,191,447,3042,3393,62,74,155,0,3393,0,0,4,0,0,0,4,15,4,14,6,27,186,3393,296,3552,143,0,0,983.2,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,7,Dresden
45,69.0,83,0,44,0,0,23,0,0,0,0,0,0,0,0,0,83,0,6,9,12,0,0,0,10,9,14,3,3,0,0,0,73,0,10,42,9,3,6,6,0,0,82,0,0,0,0,0,0,47,9,0,21,12,3,0,28,6,0,9,0,0,21,0,3,0,73,6,0,25,45,15,0,0,44,9,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,35,75,12,15,16,3,3,12,37,0,3,3,0,3,12,22,9,3,0,0,0,0,0,176,22,12,16,29,24,36,19,0,3,32,17,50,49,24,80,82,0,3,0,0,0,0,172,3,0,0,0,89,86,3,64,107,175,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,175,0,0,0,78.4,CommercialBuildingArea_Residential,4,Dresden
46,70.0,4533,0,319,0,0,4005,18,6,176,0,0,463,9,0,208,3841,645,1510,2171,74,0,602,273,1017,1712,834,50,15,0,0,0,4533,0,0,12,103,2594,1534,162,0,685,183,2631,0,995,0,0,0,204,106,3149,1067,43,23,13,26,0,0,90,2540,707,1067,4281,35,0,181,3,0,81,26,90,2573,1742,2162,1247,218,174,0,0,0,184,74,0,3,3,139,65,0,0,0,0,0,0,0,0,1618,347,152,9,3,651,279,1232,4338,2051,1435,478,242,123,2051,1639,0,273,214,18,123,2051,1705,380,158,12,6,0,0,0,7291,451,332,1199,688,690,934,1495,1067,431,707,1276,1378,1597,2330,2647,3434,523,678,6,0,0,0,6785,177,70,194,39,3554,3734,195,916,6178,7081,37,39,110,0,7081,0,3,0,3,0,0,0,3,0,9,0,10,149,7081,207,7160,126,0,0,372.3,Residential,2,Dresden
47,71.0,1454,0,82,0,0,1246,32,0,78,0,0,310,8,0,0,1122,46,692,479,72,0,56,213,708,294,88,27,6,0,0,0,1427,0,18,340,375,198,16,263,116,323,380,71,0,436,100,8,3,350,86,881,115,25,0,18,10,3,3,162,415,674,115,628,3,15,660,80,0,62,22,166,442,745,557,170,82,29,0,0,0,116,45,0,0,0,45,3,0,0,0,0,0,0,0,0,353,108,59,10,0,74,28,422,1361,739,294,181,67,42,739,294,0,182,52,6,42,739,360,137,63,10,3,0,0,0,2940,235,121,730,613,383,248,187,209,172,322,767,999,332,505,1729,767,189,233,3,0,0,0,2520,42,27,61,262,1612,1307,130,386,2412,2796,50,28,54,0,2796,0,4,3,0,0,0,0,8,6,9,13,3,81,2796,133,2904,30,0,0,277.0,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,10,Dresden
48,72.0,75,0,50,0,0,15,0,0,0,0,0,16,0,0,0,58,3,6,21,6,0,3,3,9,13,12,7,10,0,0,0,73,0,3,22,17,0,8,8,3,16,58,0,0,0,0,0,0,68,0,0,3,37,0,0,12,0,0,9,8,0,3,0,3,0,62,6,0,41,19,9,8,0,52,14,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,3,0,0,0,0,38,69,14,17,24,0,0,14,36,0,0,0,0,0,14,26,19,6,0,0,0,0,0,160,24,6,11,24,25,28,11,15,6,25,17,49,39,30,59,93,6,6,0,0,0,0,153,3,0,0,0,81,75,9,41,109,160,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,0,0,0,140.0,Residential,2,Dresden
49,73.0,9553,0,256,11,0,8307,71,3,854,0,0,1147,68,6,3,8310,728,4098,4304,122,0,236,1254,2641,4088,1085,140,24,0,0,0,9503,0,50,374,1897,5564,1138,248,28,1228,1109,3836,8,3043,75,42,3,813,243,6083,2382,44,6,78,54,0,12,948,3848,2135,2382,6883,95,175,2197,56,0,133,82,984,5394,2924,4323,2165,440,232,0,0,0,448,307,6,21,12,419,172,0,0,0,0,0,0,0,0,3123,779,357,27,9,1234,392,2684,8590,4071,2608,1026,691,178,4071,2855,0,767,616,50,178,4071,3211,836,378,30,12,0,0,0,14794,1194,734,2468,1691,1865,1590,2259,2241,761,1760,2632,3551,2561,4290,6261,6087,945,1500,12,0,0,0,13996,285,141,250,63,7011,7778,322,1520,12941,14508,77,77,82,0,14508,0,0,4,3,0,0,0,9,0,20,6,28,161,14508,282,14526,264,0,0,327.4,CommercialBuildingArea_Residential,16,Dresden
50,74.0,1959,0,693,7,0,1127,48,3,64,0,0,925,50,0,0,979,6,427,853,408,0,53,173,522,530,325,145,110,0,0,0,1915,0,47,491,358,98,249,550,12,982,871,0,0,56,4,0,6,1471,150,281,41,198,73,62,207,16,6,761,543,45,41,62,123,73,1622,18,0,358,231,777,545,64,1207,533,238,82,0,0,0,92,86,0,0,3,58,9,0,0,0,0,0,0,0,0,706,267,164,24,0,235,125,840,1821,571,637,451,100,19,571,878,0,203,85,3,19,571,710,266,163,45,9,0,0,0,3971,424,340,335,512,745,466,530,406,199,719,386,1251,709,918,1539,1893,249,284,6,0,0,0,3848,52,3,18,3,1914,2055,232,823,2911,3926,18,3,0,0,3926,0,0,0,0,0,0,0,0,0,0,0,0,12,3926,24,3934,30,0,0,384.4,Residential,4,Dresden
51,75.0,1053,0,242,0,0,759,6,3,38,0,0,287,3,0,0,759,6,303,501,105,0,40,84,228,441,154,48,24,0,0,0,1048,0,0,310,239,272,64,79,0,291,437,0,0,286,13,0,0,583,87,127,251,78,36,10,38,13,3,257,324,44,251,301,50,0,657,11,0,127,63,258,569,44,635,252,121,42,0,0,0,71,68,9,0,3,37,21,0,0,0,0,0,0,0,0,368,152,76,0,0,117,46,465,1000,333,317,251,65,25,333,417,0,141,58,3,25,333,385,164,79,6,0,0,0,0,2245,258,181,370,349,343,268,210,210,53,359,455,693,363,382,1119,883,75,164,6,0,0,0,2144,34,6,18,23,1153,1092,82,322,1843,2215,10,9,3,0,2215,0,0,0,0,0,0,0,3,0,0,0,3,18,2215,26,2226,22,0,0,355.0,AgriculturalArea_Residential,8,Dresden
52,76.0,7239,0,370,3,0,6527,83,9,190,0,0,2298,117,0,0,4792,291,2500,3770,395,0,462,799,2554,2733,518,48,27,0,0,0,6988,176,74,1207,375,3546,618,1202,50,2431,839,2686,14,691,180,179,9,2044,135,4274,761,12,12,0,9,0,0,301,3634,2451,761,4945,73,7,2051,21,14,26,12,312,3854,2982,3513,1718,552,140,0,0,0,428,258,0,15,6,227,78,0,0,0,0,0,0,0,0,2442,618,360,66,0,1088,208,2203,6925,3195,2149,986,392,203,3195,2423,0,709,345,33,203,3195,2550,690,379,69,3,0,0,0,12296,1111,645,2048,1707,1649,1206,1093,2201,642,1632,2170,3353,1624,3521,5352,5111,837,988,12,0,0,0,11443,288,147,282,117,5807,6489,580,1788,9933,11882,118,90,181,0,11882,0,0,3,0,0,3,0,10,0,21,4,40,284,11882,410,12081,205,0,0,951.8,AgriculturalArea_MixedUseArea_Residential,10,Dresden
53,77.0,48,0,35,0,0,7,0,0,0,0,0,6,0,0,0,41,0,3,9,9,0,0,0,6,6,8,5,3,0,0,0,45,0,3,16,3,0,3,10,0,6,41,0,0,0,0,0,0,36,4,3,6,19,4,0,13,0,3,3,0,0,6,0,9,3,25,6,0,23,18,9,0,0,28,3,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,25,44,15,6,15,0,0,15,20,0,3,0,0,0,15,3,3,0,0,0,0,0,0,101,9,6,9,19,11,21,12,3,0,17,9,30,32,16,44,53,3,6,0,0,0,0,98,0,0,0,0,52,48,0,28,69,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,69.2,AgriculturalArea_Residential,2,Dresden
