,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
22,23,4278,0,1345,30,0,2240,435,0,154,0,0,1142,13,0,0,3107,160,891,1523,1054,0,249,589,1210,834,456,310,493,0,0,0,3601,566,109,248,503,2061,798,306,49,1164,2105,60,394,36,53,264,88,1662,612,1336,630,551,134,192,316,104,149,1253,510,407,630,374,416,292,2897,29,113,926,587,1337,537,908,1900,749,498,172,3,0,0,180,21,0,6,3,68,38,0,0,0,0,0,0,0,0,1067,380,290,45,21,280,281,1319,3600,1452,943,764,157,232,1452,1459,3,228,131,9,232,1452,1237,403,306,52,39,0,0,0,7842,615,708,1184,863,1294,1006,866,706,537,1187,1343,2172,1459,1684,3505,3304,522,467,13,0,0,0,6363,440,278,469,221,3787,4050,3167,1433,3251,6843,345,292,314,3,6843,21,24,78,0,7,0,3,26,3,10,164,10,517,6843,996,7326,491,6,3,791.6,CommercialArea_CoreArea_Farmland_Residential_SpecialUseArea,30,Köln
23,24,12681,0,1451,259,0,10134,485,15,279,0,0,4220,105,18,14,8293,1184,5459,4625,929,0,2159,3218,3947,2363,645,115,100,0,0,0,10227,351,2094,1659,904,7866,953,742,103,4388,6007,130,276,504,598,22,242,567,308,10681,1010,0,0,116,10,0,226,3402,4541,3228,1010,3386,2030,18,6575,366,55,222,330,3724,4829,3534,3156,1081,476,127,39,0,0,857,65,6,15,3,153,109,0,0,0,0,0,0,0,0,2301,491,244,41,9,334,329,2467,11626,7749,2003,776,362,704,7749,1764,39,970,300,45,704,7749,2769,598,305,56,47,0,0,0,17277,746,646,3987,3905,2739,1863,1339,1149,857,1197,4202,6648,2556,2666,10404,4335,895,1451,168,0,6,0,12840,1666,976,1370,401,8930,8340,6299,2621,8350,13700,1579,1064,897,3,13700,23,107,374,0,56,31,36,123,41,66,606,29,1850,13700,3576,16159,1045,51,3,4430.3,CoreArea_MixedUseArea_Residential_SpecialUseArea,44,Köln
24,25,4794,0,2070,21,0,2483,41,0,88,0,0,1358,146,0,0,3267,27,842,2002,1282,0,181,520,1069,1254,682,398,553,0,0,0,4646,56,78,102,838,2388,565,519,44,1523,2910,12,172,29,8,0,11,1276,1317,1772,383,481,483,341,217,199,182,1426,742,315,383,108,560,176,3726,33,0,1372,601,1488,767,577,2623,1057,673,227,3,0,0,221,37,0,0,3,143,48,0,0,0,0,0,0,0,0,1503,548,411,65,6,465,291,1847,4567,1849,1311,1001,302,50,1849,1980,3,308,241,9,50,1849,1489,577,433,84,25,0,0,0,9552,832,913,876,1069,1626,1419,1125,1014,675,1552,1064,2691,2009,2237,3608,4383,763,785,30,0,0,0,8298,437,293,258,153,4426,5121,4357,2000,3189,8860,246,258,109,0,8860,9,9,65,3,12,3,9,45,3,9,155,24,216,8860,678,8907,631,6,0,315.2,CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea,32,Köln
25,26,9748,0,2115,20,0,7250,85,3,210,0,0,2542,226,172,15,6744,176,3457,4414,1155,0,747,2071,3277,2276,686,288,265,0,0,0,9558,35,151,529,810,5847,851,790,444,2975,3193,510,1255,1291,71,0,38,1369,1251,6114,939,136,49,594,101,57,259,2314,2810,2393,939,621,1488,1341,5734,194,53,842,421,2477,3356,2609,4735,1726,1177,398,12,0,0,483,97,0,21,25,380,205,0,0,0,0,0,0,0,0,2768,990,705,166,31,642,601,3480,9389,4328,2236,1740,742,322,4328,3317,12,624,625,93,322,4328,2932,1020,728,189,84,0,0,0,18691,1664,1756,2432,2894,3144,2320,2009,1685,734,3049,2818,6040,3393,3378,8149,7644,1132,1715,57,0,0,0,14366,1042,2095,797,357,8982,9697,6278,2590,9815,14680,843,2666,466,0,14680,42,88,275,0,26,16,12,68,16,45,2290,15,923,14680,4013,16875,1786,12,0,355.6,CommercialArea_Farmland_GreenArea_IndustrialArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea,27,Köln
26,26,9748,0,2115,20,0,7250,85,3,210,0,0,2542,226,172,15,6744,176,3457,4414,1155,0,747,2071,3277,2276,686,288,265,0,0,0,9558,35,151,529,810,5847,851,790,444,2975,3193,510,1255,1291,71,0,38,1369,1251,6114,939,136,49,594,101,57,259,2314,2810,2393,939,621,1488,1341,5734,194,53,842,421,2477,3356,2609,4735,1726,1177,398,12,0,0,483,97,0,21,25,380,205,0,0,0,0,0,0,0,0,2768,990,705,166,31,642,601,3480,9389,4328,2236,1740,742,322,4328,3317,12,624,625,93,322,4328,2932,1020,728,189,84,0,0,0,18691,1664,1756,2432,2894,3144,2320,2009,1685,734,3049,2818,6040,3393,3378,8149,7644,1132,1715,57,0,0,0,14366,1042,2095,797,357,8982,9697,6278,2590,9815,14680,843,2666,466,0,14680,42,88,275,0,26,16,12,68,16,45,2290,15,923,14680,4013,16875,1786,12,0,355.6,CommercialArea_Farmland_GreenArea_IndustrialArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea,27,Köln
27,27,1676,0,617,17,0,945,7,0,55,0,0,248,3,0,0,1421,6,207,680,453,0,21,144,355,523,268,133,158,0,0,0,1645,0,25,101,140,806,308,138,23,252,972,20,38,305,6,0,0,430,372,441,412,185,98,190,113,90,51,416,87,11,412,342,88,35,1014,86,26,507,261,451,246,209,1080,378,280,123,0,0,0,47,24,0,3,6,85,33,0,0,0,0,0,0,0,0,541,274,182,47,15,115,114,841,1570,445,449,467,158,29,445,795,0,98,132,12,29,445,542,267,190,59,26,0,0,0,3813,390,455,504,453,669,592,357,267,115,737,613,1118,811,532,1625,1778,197,198,9,0,0,0,2850,300,271,278,67,1847,1960,1855,511,1447,3259,151,238,142,11,3259,15,7,55,0,12,0,0,16,3,13,157,7,199,3259,551,3220,570,6,12,88.3,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_Residential_SpecialUseArea,24,Köln
28,28,3765,0,1198,0,0,2439,16,0,76,0,0,600,0,0,8,3144,22,905,1744,649,0,97,474,1239,792,507,316,219,0,0,0,3720,0,47,239,370,2742,189,89,0,609,1863,0,91,943,7,0,3,538,1100,2063,38,140,441,243,68,126,139,1913,480,157,38,57,513,972,1998,61,0,840,342,1944,481,157,2237,868,553,228,0,0,0,142,45,0,9,6,156,74,0,0,0,0,0,0,0,0,1262,521,324,75,15,396,264,1556,3646,1304,1044,882,304,82,1304,1681,0,223,263,24,82,1304,1283,534,334,110,25,0,0,0,7934,691,835,893,885,1325,1063,830,857,532,1359,1068,2199,1496,1810,2977,3692,644,592,9,0,0,0,6691,427,442,194,136,3836,4089,3753,1320,2849,6967,305,533,114,0,6967,13,26,103,0,9,0,0,40,6,6,405,3,240,6967,959,7334,594,3,0,197.1,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_Residential_SpecialUseArea,40,Köln
29,29,11258,0,4021,40,0,6775,44,0,278,0,0,2937,57,66,0,8165,144,2645,4817,2458,0,552,1423,3101,2776,1399,1010,798,0,0,0,10893,12,344,934,2065,4957,1316,1160,51,3087,6349,701,373,179,133,0,16,2389,1887,5797,1079,581,468,1152,471,352,444,3405,2306,920,1079,217,1911,282,7945,215,327,2319,1273,3944,2673,1044,5948,2347,1437,469,3,0,0,518,154,0,24,18,398,169,0,0,0,0,0,0,0,0,3516,1234,922,110,31,976,599,4287,10820,4483,2915,2184,800,307,4483,4318,3,762,677,54,307,4483,3679,1274,970,179,69,0,0,0,21864,2060,2040,2256,2739,3963,3159,2289,2154,1181,3699,2649,6713,4305,4538,8845,9585,1445,1962,53,0,0,0,18913,1082,774,688,264,10407,11470,8907,4580,8361,19950,677,813,305,0,19950,53,51,102,0,33,3,19,95,19,34,468,19,729,19950,1879,20384,1433,11,0,497.0,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea,60,Köln
30,30,17434,0,2239,52,0,14532,234,3,306,0,0,5525,153,43,8,11654,1516,7608,6867,960,0,2363,4086,5989,3715,793,254,104,0,0,0,15966,63,1393,1537,670,12398,1609,531,206,5770,8514,742,469,943,253,0,191,756,437,15190,973,0,0,89,21,12,215,4013,7602,4416,973,4187,3772,184,8560,408,78,158,271,4161,7994,4804,4951,1809,717,259,43,0,0,1144,149,0,12,18,356,229,0,0,0,0,0,0,0,0,3564,749,472,86,12,645,561,3745,16800,11010,3029,1210,693,825,11010,2828,47,1325,599,72,825,11010,4088,887,521,150,67,0,0,0,25959,1224,1226,5625,5517,3975,2827,2289,2109,1148,2144,5941,9497,4025,4355,15461,6747,1391,2095,269,0,3,0,20478,1998,1441,1503,549,12642,13324,9853,4250,11850,21683,1847,1527,897,10,21683,50,125,577,0,56,45,39,121,30,62,1040,20,1897,21683,4276,24257,1642,30,10,2663.3,CoreArea_MixedUseArea_Residential_SpecialUseArea,28,Köln
31,31,18347,0,3085,50,0,14568,238,9,350,0,0,7950,147,18,17,10160,1404,6870,7815,1899,0,2274,3973,5993,4085,1402,342,182,0,0,0,16785,75,1476,4018,1475,10263,1048,910,60,8178,6919,716,253,1376,322,52,45,1035,388,16269,581,3,3,27,16,13,91,2557,7854,7132,581,2907,5687,282,8762,325,54,62,160,2711,8111,7269,5924,1905,1043,350,41,0,0,1478,219,0,24,22,421,236,0,0,0,0,0,0,0,0,4072,1117,600,68,9,609,631,4665,17673,10751,3460,1668,793,990,10751,3321,44,1732,685,95,990,10751,4733,1234,680,128,63,0,0,0,27953,1696,1222,5296,6558,5048,3238,2358,1737,802,2642,5580,11603,4467,3675,16717,7768,1044,2190,213,3,12,0,22450,2116,1373,1518,470,13996,13945,9434,4891,13628,23659,2014,1397,873,0,23659,26,213,519,4,43,34,62,102,30,51,943,23,1973,23659,4289,26241,1643,32,3,1475.1,CommercialArea_CoreArea_MixedUseArea_Residential_SpecialUseArea,30,Köln
32,32,1579,0,508,0,0,1003,3,0,43,0,0,197,3,0,0,1373,3,339,722,345,0,21,195,483,361,259,125,104,0,0,0,1569,3,7,6,41,1288,129,14,6,203,631,41,383,262,0,0,3,276,215,1070,6,55,77,262,48,37,47,226,526,282,6,17,79,378,1025,29,0,406,131,229,526,282,987,408,232,105,0,0,0,27,19,0,3,3,79,52,0,0,0,0,0,0,0,0,554,221,133,44,27,213,138,640,1512,493,453,369,163,26,493,750,0,57,138,10,26,493,552,218,156,46,27,0,0,0,3411,316,414,377,393,471,413,387,468,170,642,468,862,617,824,1289,1630,242,239,9,0,0,0,2635,214,321,151,62,1609,1793,1551,566,1297,2927,84,320,58,0,2927,0,0,36,0,0,0,3,9,0,23,263,13,102,2927,475,2930,470,7,0,343.2,CommercialArea_Farmland_Residential_SpecialUseArea,9,Köln
33,33,5878,0,1436,46,0,4164,60,0,126,0,0,2221,54,3,0,3580,256,1593,2664,1030,0,424,906,1804,1591,557,198,331,0,0,0,5628,56,190,205,751,3884,615,193,23,2293,2692,100,27,386,73,0,66,677,559,4387,221,39,40,260,36,29,136,1492,2507,1063,221,146,1432,295,3806,17,13,375,222,1562,2598,1115,2490,965,559,159,3,0,0,420,58,3,3,6,116,68,0,0,0,0,0,0,0,0,1588,491,324,40,3,422,281,1777,5604,2847,1403,815,253,257,2847,1697,3,503,218,15,257,2847,1773,516,333,57,24,0,0,0,10152,823,561,1703,1766,1513,1098,1076,940,675,1251,1833,3279,1638,2156,4953,3781,673,700,44,0,0,0,8512,664,262,470,216,4710,5442,3990,2243,3916,9191,453,238,250,0,9191,12,20,59,0,12,9,22,70,9,9,122,6,515,9191,968,9538,595,3,4,1598.9,CommercialArea_CoreArea_Residential_SpecialUseArea,20,Köln
34,34,12469,0,2345,3,0,9796,60,3,198,0,0,3843,46,34,6,8505,436,4041,5956,1573,0,943,1876,4406,3223,1081,388,453,0,0,0,12182,33,248,2062,3359,4700,502,1334,30,3953,4602,2515,340,408,56,48,65,1043,402,10506,472,0,12,684,9,21,343,3004,4846,3007,472,767,4250,575,6241,183,190,716,389,3066,5013,3250,5380,1799,1242,361,16,0,0,867,194,0,36,35,457,219,0,0,0,0,0,0,0,0,3303,1102,753,148,18,706,502,4161,12166,6175,2717,1855,815,597,6175,3417,19,1108,689,96,597,6175,3671,1207,780,199,71,0,0,0,21946,1868,1592,3190,4172,4065,2564,1988,1722,791,3126,3533,8237,3612,3444,11234,7756,1078,1760,118,0,0,0,18136,1367,1247,879,290,10750,11193,8383,3479,10087,18813,1255,1404,446,0,18813,39,71,337,0,52,19,19,147,24,67,1021,28,1106,18813,3135,20395,1522,18,0,1030.6,CommercialArea_CoreArea_Residential_SpecialUseArea,20,Köln
35,35,2888,0,1776,15,0,989,9,0,33,0,0,548,3,0,0,2338,6,285,822,1327,0,43,217,485,557,651,513,322,0,0,0,2869,0,15,39,28,1500,747,280,35,558,2173,0,107,6,8,0,0,800,333,1621,106,326,160,982,197,76,216,380,317,124,106,91,138,138,2349,63,0,1504,500,406,329,156,1924,747,519,232,0,0,0,103,31,0,0,9,80,25,0,0,0,0,0,0,0,0,1001,441,340,73,10,325,222,1335,2775,797,875,851,172,21,797,1532,0,177,140,12,21,797,1001,433,349,92,20,0,0,0,6481,573,763,633,609,1227,964,745,736,193,1181,784,1857,1367,1300,2435,3308,346,368,27,0,0,0,5579,365,220,150,109,3182,3296,3058,1278,2132,6086,119,186,27,3,6086,7,0,49,0,18,0,3,6,0,0,128,0,90,6086,385,5971,504,3,3,197.9,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea,20,Köln
36,36,21399,0,3196,21,0,17664,62,5,399,0,0,7369,274,9,34,13676,1821,7507,9354,2173,0,2563,3837,6935,5434,1550,563,405,0,0,0,20466,245,680,2336,5299,9292,2739,876,156,7715,8275,2876,196,1112,431,181,39,887,529,18719,1194,16,51,376,31,39,293,3450,10468,5385,1194,1538,7270,131,11513,493,96,476,391,3582,10710,6191,7500,2579,1599,429,12,0,0,1394,300,6,21,25,621,271,0,0,0,0,0,0,0,0,4839,1559,872,119,6,973,634,5902,20880,12636,4026,2418,1054,747,12636,4641,18,1761,922,81,747,12636,5282,1707,936,153,50,0,0,0,33484,2465,1916,6765,6709,5530,3743,2660,2275,1434,3951,7178,12242,5132,4991,19169,10313,1577,2346,102,0,0,0,29176,1732,707,1329,508,15516,17962,13557,6790,13131,30860,1304,598,667,3,30860,22,91,291,0,29,33,49,60,21,70,269,24,1402,30860,2618,31857,1567,12,10,1295.6,CommercialArea_CoreArea_Farmland_ForestryArea_GreenArea_MixedUseArea_Residential_SpecialUseArea,28,Köln
37,37,18169,0,4100,58,0,13234,333,6,335,0,0,6596,92,29,9,11393,1683,5307,7385,2922,0,2291,3303,5030,4514,1524,561,760,0,0,0,16455,1058,634,1113,2247,11525,1661,698,195,6765,8152,483,35,935,237,540,404,2808,2051,12405,816,306,150,458,202,190,359,5253,6596,3714,816,1022,3453,62,12891,286,20,985,752,5417,6847,4103,6573,2484,1469,434,9,0,0,1149,180,0,0,3,318,147,0,0,0,0,0,0,0,0,4198,1328,748,131,15,989,722,4851,17361,10141,3682,2207,635,614,10141,4440,9,1417,549,21,614,10141,4451,1486,866,181,60,0,0,0,29281,2159,1564,6077,5270,4372,3032,2703,2402,1683,3384,6434,9642,4373,5455,15842,9882,1600,1862,90,0,0,0,24995,1622,664,1267,650,13527,15749,12070,6174,11036,26883,1168,513,655,3,26883,6,68,211,0,18,22,36,70,0,40,237,34,1316,26883,2394,27770,1462,15,6,1515.6,CoreArea_MixedUseArea_Residential_SpecialUseArea,27,Köln
38,38,21323,0,2881,100,0,17595,249,3,434,0,0,5884,138,3,6,15233,1340,9749,8390,1241,0,2438,5287,7584,4048,1305,266,212,0,0,0,20152,110,1051,4074,2923,8826,1532,2787,301,6072,9783,1121,1686,1152,532,91,68,1096,680,18448,1003,3,3,241,33,7,234,4993,9482,5222,1003,1332,4347,1256,12791,700,524,279,314,5218,9797,5660,7411,2196,1452,478,36,0,0,1765,254,0,62,48,623,274,0,0,0,0,0,0,0,0,4891,1374,839,196,15,679,751,5969,20498,11869,4036,2234,1142,1211,11869,4128,39,2061,936,148,1211,11869,5669,1538,914,286,119,0,0,0,34951,2375,1958,7243,8204,5790,3480,2650,2104,1099,3912,7676,14005,4912,4431,20715,9756,1575,2704,201,0,0,0,26983,2715,2833,1659,739,17359,17589,12471,5563,16921,27957,2765,3282,943,6,27957,119,285,1015,0,70,30,40,162,46,80,2497,61,2316,27957,6987,32242,2598,46,12,975.3,CommercialArea_CoreArea_MixedUseArea_Residential_SpecialUseArea,26,Köln
39,39,21325,0,3025,27,0,17330,198,0,639,0,0,4981,220,41,9,15986,791,8547,9573,1265,0,1346,4446,7243,5395,1870,484,228,0,0,0,20525,40,741,2572,1547,13696,1143,1355,106,5314,8779,758,1263,3635,242,0,292,1542,1104,17082,1463,57,99,544,69,70,228,4165,9636,4797,1463,767,5949,979,12381,400,224,798,406,4414,10160,5452,9482,3013,2292,852,20,0,0,1157,321,6,57,47,981,411,0,0,0,0,0,0,0,0,5366,2081,1348,436,128,1064,1103,7303,20411,9872,4230,3557,1684,1057,9872,6192,20,1544,1455,175,1057,9872,6010,2148,1429,546,256,0,0,0,40758,3902,3707,6507,7295,6479,4627,3542,3052,1604,6813,7310,13775,6547,6291,19622,14778,2242,3986,129,0,0,0,27777,3255,5792,2743,1148,20776,19975,13339,4910,22492,28904,2938,7080,1770,12,28904,178,173,841,0,154,52,38,429,121,146,5417,139,3755,28904,11844,36023,4540,85,27,539.7,CommercialArea_CoreArea_IndustrialArea_OtherSpecialArea_Residential_SpecialUseArea,40,Köln
40,40,6012,0,1237,92,0,4182,111,3,350,0,0,2411,56,13,3,3497,50,2112,2893,666,0,435,1623,1763,1441,386,144,140,0,0,0,5628,245,139,443,1622,3228,366,166,0,2500,1410,489,651,638,63,0,6,1453,451,3907,171,6,23,99,13,26,103,1066,2678,1765,171,740,1713,3,2761,335,281,136,149,1135,2753,1777,2454,1023,519,199,11,0,0,237,50,0,9,6,186,99,0,0,0,0,0,0,0,0,1574,490,313,56,0,436,322,1696,5430,2795,1303,803,356,174,2795,1746,14,338,315,36,174,2795,1665,516,324,57,35,0,0,0,10395,741,636,1112,1420,1744,1401,1297,1274,762,1232,1258,3166,2041,2699,4318,4029,941,1038,62,0,0,0,8403,640,660,406,255,4834,5557,3774,1774,4847,8978,488,719,179,3,8978,6,55,141,0,12,23,18,37,3,12,573,12,441,8978,1419,9647,731,0,3,1148.5,CommercialArea_CoreArea_MixedUseArea_Residential_SpecialUseArea,20,Köln
41,41,4208,0,2158,18,0,1904,6,0,54,0,0,1027,6,3,0,3173,16,490,1546,1698,0,113,319,762,1064,881,594,388,0,0,0,4127,0,75,176,175,1970,1280,248,69,1038,2616,0,0,408,37,0,3,1070,833,2050,225,353,440,885,214,133,110,906,682,260,225,83,137,21,3739,50,3,1742,453,944,713,365,2573,1026,687,230,0,0,0,219,54,0,0,3,92,89,0,0,0,0,0,0,0,0,1448,590,405,59,3,417,342,1785,4074,1422,1260,1042,262,52,1422,1965,0,310,216,9,52,1422,1430,624,420,79,15,0,0,0,8653,887,746,797,1090,1630,1205,1069,834,359,1482,934,2718,1748,1742,3317,4268,495,563,15,0,0,0,7554,444,179,325,81,4136,4518,3592,1680,3382,8070,284,120,118,3,8070,8,17,52,0,0,9,0,24,0,5,67,6,275,8070,572,8091,556,4,3,683.7,CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea,24,Köln
42,42,2754,0,1414,3,0,1247,12,0,39,0,0,707,3,3,0,2037,12,426,957,985,0,48,220,574,687,514,362,301,0,0,0,2698,18,34,119,127,1508,511,287,28,720,1809,0,66,81,15,0,0,1038,581,1055,63,345,300,489,227,47,64,712,425,57,63,21,174,58,2309,95,6,1163,334,724,426,96,1659,656,448,161,0,0,0,96,38,0,3,0,87,53,0,0,0,0,0,0,0,0,919,380,270,46,6,337,228,1100,2667,953,779,676,203,27,953,1266,0,175,165,9,27,953,908,386,288,57,21,0,0,0,5715,545,563,447,607,1101,844,711,661,259,997,551,1705,1180,1293,2237,2765,323,388,6,0,0,0,5064,304,93,153,63,2675,3046,2573,1206,1933,5329,200,83,61,0,5329,4,31,30,0,3,0,3,22,3,0,47,6,158,5329,380,5431,278,6,0,717.8,GreenArea_Residential_SpecialUseArea,9,Köln
43,43,6150,0,1185,24,0,4651,83,0,179,0,0,1449,153,57,3,4457,93,2180,2912,473,0,344,1170,2142,1579,480,167,128,0,0,0,6055,13,77,315,558,4127,576,190,128,1674,2272,230,878,759,33,0,0,802,658,4330,331,30,119,271,50,78,62,1464,2178,1506,331,238,1111,828,3524,165,90,443,196,1617,2299,1549,3168,1083,865,264,0,0,0,227,85,0,24,15,292,176,0,0,0,0,0,0,0,0,1730,665,547,163,43,408,356,2387,5851,2478,1346,1255,576,204,2478,2219,0,358,494,66,204,2478,1830,680,553,199,89,0,0,0,12246,1365,1277,1661,1909,1947,1497,1086,1048,461,2366,1929,3847,2090,2015,5390,5019,651,1153,29,0,0,0,8797,827,1571,837,191,6067,6177,4101,1631,6511,9355,592,1817,455,0,9355,45,53,182,9,48,12,10,118,28,32,1477,47,752,9355,2888,10470,1737,24,3,621.9,CommercialArea_Farmland_OtherSpecialArea_Residential_SpecialUseArea,15,Köln
44,44,1452,0,783,12,0,600,10,0,21,0,0,229,0,0,0,1224,0,134,403,630,0,17,100,232,309,307,272,165,0,0,0,1430,0,21,61,70,527,518,130,21,234,1183,0,0,0,0,0,0,819,312,277,16,338,185,185,151,54,22,377,74,31,16,28,84,0,1226,42,7,746,229,379,74,31,967,382,259,103,0,0,0,53,24,3,6,4,34,18,0,0,0,0,0,0,0,0,509,239,184,15,3,124,106,727,1382,400,445,416,75,6,400,740,0,107,55,10,6,400,497,234,186,30,3,0,0,0,3167,272,384,280,328,606,542,422,276,79,565,359,928,787,538,1157,1620,159,224,3,0,0,0,2799,152,36,45,71,1560,1604,1583,656,930,3039,56,38,3,0,3039,0,3,13,0,0,0,0,0,0,0,24,0,35,3039,113,3023,136,0,0,169.7,AgriculturalArea_Farmland_GreenArea_Residential,12,Köln
45,45,6097,0,1072,85,0,4648,64,0,190,0,0,2062,40,202,0,3770,258,2671,2628,208,0,555,1677,2072,1255,307,81,74,0,0,0,5857,95,141,197,1293,3628,340,377,21,2324,2131,35,1132,82,72,0,6,342,541,5068,111,22,25,121,27,6,64,1794,2440,1420,111,289,1096,599,3860,40,19,188,101,1817,2516,1439,2754,923,705,233,0,0,0,340,89,3,13,6,233,144,0,0,0,0,0,0,0,0,1582,589,410,121,21,331,358,2066,5729,2764,1269,1049,441,199,2764,1861,0,443,390,34,199,2764,1660,621,438,158,61,0,0,0,11405,1100,1047,1916,1810,1636,1353,1184,938,424,1905,2167,3446,2026,1864,5202,4367,691,1121,21,0,0,0,7686,1000,1634,840,240,5636,5769,3730,1499,6177,7939,1013,1892,545,4,7939,83,47,485,0,35,7,9,110,40,46,1497,32,990,7939,3464,9913,1431,41,7,411.0,OtherSpecialArea_Residential_SpecialUseArea,14,Köln
46,46,3639,0,1251,3,0,2276,30,0,47,0,0,1157,40,9,3,2417,23,837,1979,501,0,128,405,1104,964,556,264,157,0,0,0,3609,0,27,9,10,3111,190,65,20,1213,1202,14,29,806,174,0,3,508,239,2213,657,123,29,483,12,0,48,277,557,1398,657,2591,14,40,710,0,0,657,63,306,765,1805,2248,816,655,245,3,0,0,87,65,0,3,12,193,99,0,0,0,0,0,0,0,0,1115,494,418,144,56,440,262,1543,3534,1236,906,998,351,42,1236,1726,3,183,304,26,42,1236,1100,487,443,167,84,0,0,0,8451,903,998,887,910,1143,1068,828,1050,666,1671,1123,2058,1475,2127,3208,3818,793,624,12,0,0,0,5651,613,1073,846,271,4006,4445,3130,1512,3809,6695,276,1034,431,0,6695,56,10,101,14,9,3,3,56,7,112,584,123,611,6695,1751,6715,1710,17,0,706.8,CommercialArea_Farmland_Residential_SpecialUseArea,10,Köln
