,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
24,24.0,1538,0,819,0,0,668,0,0,40,0,0,308,0,0,0,1229,3,303,567,446,0,5,91,356,435,288,178,141,0,0,0,1519,0,17,172,381,580,197,100,0,310,972,61,0,76,53,0,0,385,410,703,22,125,262,237,51,80,95,458,156,39,22,26,306,61,1069,19,0,645,224,469,156,39,887,390,177,73,0,0,0,64,24,0,0,3,35,42,0,0,0,0,0,0,0,0,547,183,110,25,3,172,129,585,1490,543,470,319,99,48,543,657,0,124,91,3,48,543,561,195,113,24,13,0,0,0,3130,207,310,297,301,547,413,441,391,206,461,360,855,656,807,1128,1446,298,253,3,0,0,0,2746,140,65,116,41,1507,1625,209,1550,1372,2936,83,52,35,3,2936,10,0,0,0,0,0,0,12,0,0,22,3,102,2936,183,3016,111,0,6,230.0,Residential,1,Bremen
25,25.0,445,0,307,0,0,115,0,0,10,0,0,37,0,6,0,406,0,9,75,168,0,0,6,46,73,115,80,77,0,0,0,433,0,9,110,24,77,61,82,3,43,397,0,0,0,0,0,3,367,59,8,9,242,30,7,83,18,3,54,8,0,9,19,24,0,363,9,0,285,113,57,8,0,307,96,78,30,0,0,0,21,6,3,0,0,3,6,0,0,0,0,0,0,0,0,142,49,53,6,0,15,21,242,434,95,119,151,21,0,95,228,0,41,12,0,0,95,126,55,59,15,3,0,0,0,1058,55,180,88,101,245,182,76,71,24,196,139,348,218,148,416,515,46,58,0,0,0,0,964,29,25,38,0,516,537,43,620,382,1023,3,18,6,0,1023,0,0,0,0,0,0,0,0,0,0,15,0,12,1023,30,1006,44,0,3,71.8,CommercialBuildingArea_OtherArea_Residential,3,Bremen
26,26.0,173,0,91,0,0,42,0,0,0,0,0,15,3,0,0,156,0,0,15,30,0,0,0,9,24,24,25,40,0,0,0,165,0,8,21,0,63,18,15,0,19,152,0,0,0,0,0,0,148,14,3,9,84,14,0,62,0,3,7,0,0,9,0,3,0,151,0,0,95,74,11,0,0,108,35,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,15,0,0,9,12,59,165,32,45,39,0,0,32,89,0,3,0,0,0,32,46,15,21,0,0,0,0,0,422,18,36,36,26,92,74,37,45,12,60,37,122,102,90,138,242,12,18,0,0,0,0,373,3,0,11,0,206,215,11,251,145,414,3,0,0,0,414,0,0,0,0,0,0,0,3,0,0,0,0,0,414,3,417,0,0,0,61.8,AgriculturalArea_CommercialBuildingArea_Residential,3,Bremen
27,27.0,4625,0,1125,0,0,3363,3,3,117,0,0,1042,10,0,0,3564,232,1895,1631,785,0,244,889,1466,1017,447,263,291,0,0,0,4251,3,374,1526,473,2219,190,101,9,1059,2971,8,6,242,152,0,28,239,95,4128,137,10,0,541,16,15,574,2111,812,369,137,106,1534,97,2782,17,0,599,627,2177,817,397,1565,412,259,109,0,0,0,416,119,3,0,3,144,69,0,0,0,0,0,0,0,0,1001,350,170,18,11,87,173,1308,4494,2546,840,490,228,386,2546,777,3,541,203,12,386,2546,1145,465,242,47,32,0,0,0,7733,468,476,1641,1505,1353,1060,672,328,233,845,1741,2858,1470,820,4965,1783,296,665,28,0,0,0,6624,398,253,386,71,3812,3921,817,2427,4490,6971,311,237,190,22,6971,3,3,37,0,6,9,0,22,0,3,143,6,461,6971,763,7383,327,0,22,1400.0,Residential,1,Bremen
28,28.0,4117,0,1129,0,0,2856,6,3,112,0,0,1417,12,0,0,2680,230,1328,1751,717,0,299,664,1153,1058,435,207,287,0,0,0,3931,26,158,1868,577,1315,171,26,0,1437,2386,9,24,60,7,0,48,123,95,3818,56,3,10,298,7,13,482,1866,880,473,56,211,1055,3,2777,19,0,322,515,1902,891,475,1479,434,210,87,3,0,0,387,112,6,9,0,121,80,0,0,0,0,0,0,0,0,1013,301,126,30,3,118,158,1220,3993,2240,829,422,227,276,2240,729,3,511,209,9,276,2240,1106,399,149,60,21,0,0,0,6674,395,368,1369,1305,1184,909,719,308,124,654,1475,2489,1341,715,4151,1687,198,596,46,0,0,0,5810,329,154,334,46,3245,3429,714,2235,3725,6135,232,127,167,7,6135,3,3,25,0,9,3,3,27,3,3,57,0,328,6135,538,6409,249,0,7,1040.0,Residential,1,Bremen
29,29.0,5548,0,1711,3,0,3626,6,0,204,0,0,1516,103,0,0,3919,183,1694,2337,1192,0,232,721,1451,1490,673,381,567,0,0,0,5222,116,207,1648,1400,1943,246,50,95,1630,2751,253,45,533,56,0,92,395,156,4907,70,0,3,860,37,33,674,1816,1538,485,70,58,1352,36,3967,27,0,892,735,1852,1544,509,2333,811,478,185,0,0,0,334,167,6,15,3,199,93,0,0,0,0,0,0,0,0,1397,524,330,61,3,265,236,1832,5340,2722,1151,839,352,280,2722,1469,0,513,313,21,280,2722,1483,630,354,93,18,0,0,0,9754,781,728,1252,1460,1810,1477,1106,672,465,1365,1396,3274,2127,1594,5023,3253,495,960,33,0,3,0,8626,439,266,346,64,4478,5272,1006,3529,5218,9115,252,218,143,0,9115,9,3,39,0,21,3,6,44,0,6,111,7,300,9115,640,9395,354,0,0,858.1,OtherArea_Residential,3,Bremen
30,30.0,3409,0,1196,0,0,2084,3,0,116,0,0,1096,3,0,0,2305,170,1318,1415,321,0,262,564,1044,925,279,143,147,0,0,0,3308,0,96,258,776,2031,152,97,0,1103,1472,28,14,669,6,0,26,172,186,2769,273,22,18,735,16,3,188,945,794,405,273,786,559,31,1950,19,0,784,208,966,801,650,1302,442,244,68,0,0,0,213,41,3,13,3,156,63,0,0,0,0,0,0,0,0,850,281,125,21,3,152,119,1037,3284,1807,655,386,263,170,1807,769,0,273,232,19,170,1807,935,319,157,39,10,0,0,0,5555,364,408,964,845,941,805,591,374,257,674,1053,1789,1147,884,2889,1713,330,607,15,0,0,0,4620,283,218,382,43,2696,2860,549,1975,3032,4903,174,205,255,3,4903,18,17,26,0,25,0,0,21,5,9,77,7,390,4903,652,5315,233,0,3,849.1,Residential,2,Bremen
31,31.0,3533,0,1188,3,0,2242,12,0,57,0,0,1679,164,0,0,1659,25,955,1724,587,0,44,453,1133,1031,368,195,229,0,0,0,3477,11,41,70,238,2762,246,66,32,1860,1073,23,126,253,18,3,39,670,277,2447,123,181,83,256,54,9,37,1312,1242,219,123,736,430,27,2198,14,0,516,113,1366,1295,235,1398,570,240,99,0,0,0,241,24,3,0,3,61,45,0,0,0,0,0,0,0,0,935,287,132,12,0,269,159,966,3435,1880,814,430,148,132,1880,931,0,300,132,3,132,1880,1016,312,147,21,0,0,0,0,5830,381,342,869,808,844,669,735,685,489,658,932,1650,1002,1583,2635,2114,466,589,12,0,0,0,5132,281,109,248,20,2604,3219,634,2475,2713,5501,141,52,110,0,5501,0,0,3,0,0,12,3,19,0,9,6,6,182,5501,326,5593,225,0,0,562.7,CommercialBuildingArea_OtherArea_Residential,4,Bremen
32,32.0,2691,0,993,8,0,1576,16,0,77,0,0,1190,13,0,0,1470,107,575,1073,814,0,157,330,632,691,296,209,364,0,0,0,2615,6,66,902,416,1171,94,9,3,1215,1243,0,18,125,6,3,3,638,193,1768,75,73,70,195,50,25,278,1100,549,264,75,10,382,0,2217,6,0,339,358,1125,555,303,1184,459,265,105,3,0,0,205,18,3,6,3,47,33,0,0,0,0,0,0,0,0,746,249,141,27,0,180,182,818,2575,1271,659,414,111,120,1271,824,3,242,91,12,120,1271,807,261,146,49,3,0,0,0,4682,332,320,602,670,731,645,689,426,269,580,676,1395,1003,1024,2178,1831,267,394,18,0,0,0,4184,222,67,159,30,2164,2516,537,1900,2242,4427,139,36,63,0,4427,0,0,0,0,3,0,3,12,0,0,12,3,152,4427,256,4516,152,3,0,790.0,Residential,1,Bremen
33,33.0,1775,0,481,9,0,1194,34,0,48,0,0,804,0,0,0,958,80,504,734,382,0,110,317,483,468,213,73,94,0,0,0,1650,17,112,816,118,709,33,16,0,810,779,0,0,36,16,5,48,207,42,1475,35,3,0,24,3,3,100,875,473,230,35,14,293,0,1430,0,0,32,119,886,491,231,648,226,108,56,0,0,0,154,38,0,0,0,19,28,0,0,0,0,0,0,0,0,434,153,50,9,0,77,98,483,1677,949,382,201,70,74,949,387,0,193,64,3,74,949,473,169,61,12,0,0,0,0,2747,179,119,458,526,456,338,359,218,100,266,486,979,527,489,1479,895,112,238,24,0,0,0,2407,159,57,110,13,1333,1414,318,964,1467,2553,105,43,46,0,2553,0,3,0,0,0,9,6,6,0,3,16,0,119,2553,196,2625,122,0,0,1120.0,Residential,1,Bremen
34,34.0,3668,0,1300,3,0,2259,13,0,57,0,0,1603,31,0,0,2026,40,851,1923,616,0,64,461,1052,1170,447,193,247,0,0,0,3500,88,82,186,377,2717,102,145,12,1641,1134,23,0,492,219,16,26,676,282,2586,104,73,46,429,33,20,95,1392,993,468,104,254,602,83,2618,8,0,573,147,1449,1027,468,1576,612,311,100,0,0,0,267,42,0,0,3,102,40,0,0,0,0,0,0,0,0,1046,297,202,12,0,302,167,1102,3564,1819,886,490,203,163,1819,1040,0,322,172,9,163,1819,1142,312,216,19,12,0,0,0,6234,435,419,794,865,962,750,696,722,597,772,884,1827,1089,1664,2776,2306,549,588,9,0,0,0,5499,281,104,254,65,2775,3460,675,2704,2861,5926,110,61,96,0,5926,0,0,3,0,0,0,0,21,0,9,10,3,202,5926,302,5977,262,0,0,590.0,Residential,2,Bremen
35,35.0,4014,0,1687,9,0,2158,18,0,110,0,0,1763,10,0,0,2216,62,790,1643,1141,0,86,482,1053,988,477,317,526,0,0,0,3945,0,61,339,550,2108,580,165,11,1783,1668,0,0,312,125,0,0,979,345,2512,153,252,126,594,53,33,197,1149,780,636,153,252,376,173,3037,3,0,992,289,1176,859,670,1887,797,376,158,0,0,0,223,24,6,0,0,104,53,0,0,0,0,0,0,0,0,1196,383,229,34,3,350,284,1257,3844,1821,1029,619,217,130,1821,1354,0,286,186,3,130,1821,1269,404,230,62,6,0,0,0,7044,549,487,897,880,1073,926,962,836,429,943,988,1968,1408,1749,2979,2972,464,605,30,0,0,0,6034,356,187,398,27,3230,3813,701,2835,3499,6524,182,157,154,0,6524,0,6,6,3,3,6,6,19,3,26,44,30,276,6524,511,6715,313,3,0,596.6,Residential,2,Bremen
36,36.0,2010,0,747,0,0,1153,18,0,71,0,0,790,6,0,0,1205,34,455,827,530,0,46,240,505,533,256,151,270,0,0,0,1950,0,57,393,520,852,164,0,7,803,1014,0,0,73,47,0,4,360,196,1390,52,46,24,239,24,29,161,908,408,93,52,15,312,0,1623,3,0,320,212,928,441,94,889,319,206,63,3,0,0,120,28,0,3,0,56,30,0,0,0,0,0,0,0,0,533,205,115,18,3,132,120,638,1902,911,451,326,121,106,911,589,3,183,104,6,106,911,585,213,128,34,9,0,0,0,3562,306,233,414,558,535,479,477,310,258,504,452,1089,705,815,1658,1343,244,303,10,0,0,3,3117,198,52,142,35,1615,1946,400,1470,1693,3374,109,20,45,0,3374,0,3,6,0,0,0,3,15,0,0,3,3,113,3374,194,3413,144,3,0,790.0,Residential,1,Bremen
37,37.0,4354,0,1790,7,0,2358,15,0,130,0,0,2017,8,0,3,2316,47,834,1987,1207,0,58,479,1062,1247,553,361,541,0,0,0,4252,0,95,801,872,2029,294,122,0,2039,2067,0,19,54,18,0,31,976,451,2764,134,108,108,586,59,32,305,1651,1016,294,134,95,580,11,3518,18,0,844,405,1697,1061,323,1983,759,384,143,3,0,0,285,83,0,3,9,114,62,0,0,0,0,0,0,0,0,1267,413,227,44,0,311,274,1401,4159,1970,1062,664,249,199,1970,1315,3,382,213,18,199,1970,1350,467,243,69,15,0,0,0,7634,550,558,998,1029,1243,1100,1088,707,374,990,1120,2268,1639,1622,3652,2868,428,654,18,0,0,0,6805,325,119,281,57,3545,4086,746,3070,3823,7218,198,68,81,6,7218,0,3,21,0,6,6,3,6,3,9,28,10,234,7218,411,7372,247,0,6,676.0,Residential,3,Bremen
38,38.0,4243,0,1777,0,0,2380,0,0,51,0,0,1360,614,0,0,2231,39,1487,1555,741,0,83,499,1106,1208,594,384,260,0,0,0,4208,0,38,7,73,3813,46,140,3,2001,1224,58,762,70,0,0,0,639,369,2984,214,106,69,796,35,20,120,298,1632,868,214,3241,62,13,637,6,0,1015,183,314,1692,983,1885,843,360,143,3,0,0,161,46,0,3,9,105,86,0,0,0,0,0,0,0,0,1199,413,201,39,0,445,201,1236,4161,2142,1013,611,243,108,2142,1374,3,222,200,24,108,2142,1244,434,213,51,3,0,0,0,7414,471,539,820,780,1108,1020,934,1039,683,890,949,1886,1510,2173,2754,3082,763,805,10,0,0,3,5916,475,416,495,63,3448,3967,760,2864,3798,6715,159,360,159,3,6715,24,12,0,0,25,3,0,31,4,16,195,8,271,6715,696,6763,629,3,3,348.4,CommercialBuildingArea_Residential,4,Bremen
39,39.0,3821,0,658,3,0,3132,5,0,21,0,0,547,11,0,0,3244,0,1026,2514,84,0,124,778,1573,1031,177,48,9,0,0,0,3821,0,0,0,0,3789,0,20,0,568,261,9,2863,0,0,0,0,158,408,3094,147,0,6,250,0,0,0,499,1687,1203,147,3640,0,0,39,0,0,265,0,511,1700,1318,2087,718,490,166,0,0,0,171,86,3,9,6,270,113,0,0,0,0,0,0,0,0,1182,481,287,112,15,336,168,1580,3788,1548,898,761,425,145,1548,1385,0,285,393,18,145,1548,1276,506,303,110,21,0,0,0,7605,815,753,1250,973,994,896,668,863,387,1422,1400,1970,1271,1541,3219,3091,543,737,6,0,0,3,4583,659,822,1459,69,3554,4052,1146,2535,3920,6336,206,611,441,8,6336,3,0,9,20,14,0,6,80,6,114,306,52,591,6336,1271,5950,1631,6,9,245.0,Residential,1,Bremen
40,40.0,2287,0,374,5,0,1875,7,0,7,0,0,483,3,0,3,1791,69,1191,875,43,0,74,694,802,525,120,13,9,0,0,0,2276,0,9,0,3,2073,81,99,0,491,66,0,1663,6,0,0,0,133,313,1811,21,6,0,43,0,0,0,283,1119,799,21,2114,0,0,94,0,0,52,6,283,1135,799,974,453,148,46,3,0,0,67,20,0,3,0,117,68,0,0,0,0,0,0,0,0,696,179,74,14,0,217,92,670,2256,1226,528,234,207,48,1226,658,3,104,196,6,48,1226,725,194,82,14,3,0,0,0,3819,260,231,519,424,450,505,442,569,407,442,573,878,734,1191,1344,1486,479,508,3,0,0,0,2319,378,431,608,80,1621,2199,579,1325,1918,3345,76,270,123,3,3345,13,7,3,3,10,0,0,37,0,46,135,26,169,3345,476,3114,701,0,3,230.3,CommercialBuildingArea_Residential,2,Bremen
41,41.0,4060,0,948,0,0,3058,10,0,21,0,0,828,21,0,3,3189,3,1415,2305,83,0,458,767,1360,1012,284,58,10,0,0,0,4059,0,0,0,0,3995,54,3,0,861,408,10,2599,0,0,0,50,580,199,3147,108,0,0,376,3,3,9,539,1316,1662,108,3862,3,0,20,0,0,400,13,570,1341,1714,1984,739,409,172,0,0,0,148,56,0,3,3,224,133,0,0,0,0,0,0,0,0,1202,463,236,59,7,324,177,1489,4013,1920,903,657,406,95,1920,1326,0,238,373,15,95,1920,1247,486,255,68,22,0,0,0,7416,665,632,1089,901,1034,1051,698,884,463,1155,1236,1933,1420,1677,2932,3006,645,823,21,0,0,0,4644,719,780,1174,81,3478,3937,1159,2477,3780,6205,237,656,313,0,6205,10,0,9,9,9,3,3,117,9,72,403,34,456,6205,1208,5967,1431,9,3,235.0,Residential,1,Bremen
42,42.0,2375,0,1229,3,0,1000,24,0,43,0,0,559,171,0,0,1639,192,351,595,765,0,204,298,262,463,367,289,365,0,0,0,2163,192,15,61,337,941,518,275,10,734,1254,0,47,79,188,0,0,1258,383,670,49,507,280,260,103,63,9,443,211,435,49,153,100,70,1920,3,0,1060,188,463,212,455,1250,532,266,126,0,0,0,83,18,0,0,0,27,12,0,0,0,0,0,0,0,0,717,271,161,43,0,246,145,807,2265,948,638,485,87,24,948,973,0,127,69,0,24,948,715,280,165,59,6,0,0,0,4682,322,455,469,452,675,615,630,516,482,696,563,1150,923,1344,1761,2151,423,316,15,0,0,0,3948,241,106,260,80,2181,2507,492,2093,2068,4480,82,39,39,0,4480,0,0,6,0,0,3,0,9,0,6,9,3,80,4480,193,4358,313,0,0,492.7,OtherArea_Residential,5,Bremen
43,43.0,5067,0,1539,4,0,3415,16,0,53,0,0,1588,112,0,0,3355,1123,1214,1527,878,0,1157,589,1105,992,470,325,319,0,0,0,3593,1373,86,56,281,2394,1043,809,207,1705,1444,0,42,165,300,0,1257,2208,326,2366,141,155,130,659,54,22,56,922,837,2040,141,1505,226,27,3158,9,0,952,144,952,854,2131,1836,723,367,118,0,0,0,346,31,0,0,9,81,53,0,0,0,0,0,0,0,0,1226,330,205,27,3,332,175,1306,4992,2911,1083,557,183,216,2911,1222,0,411,158,12,216,2911,1346,362,248,32,22,0,0,0,8534,408,600,2606,963,1017,835,750,717,616,848,2788,1982,1205,1719,4710,2685,585,528,21,0,0,0,6756,446,213,767,293,4138,4396,916,3314,4307,7552,250,159,536,7,7552,0,0,7,0,3,3,0,31,6,31,41,24,732,7552,978,8059,444,7,7,341.8,CommercialBuildingArea_ForestryArea_OtherArea_Residential,4,Bremen
44,44.0,6085,0,2778,4,0,3152,18,0,98,0,0,1658,49,0,0,4365,66,914,2631,1762,0,37,521,1421,1587,1061,745,585,0,0,0,6013,0,58,101,215,3797,702,771,60,1714,3015,3,579,434,127,0,6,1669,623,3663,84,456,373,1537,129,63,77,538,2073,678,84,2441,87,31,3147,93,0,2423,286,591,2089,678,3408,1426,732,287,0,0,0,355,81,0,6,9,169,116,0,0,0,0,0,0,0,0,2089,765,435,38,0,706,364,2283,5931,2298,1814,1186,381,175,2298,2471,0,500,315,33,175,2298,2159,835,468,56,6,0,0,0,11712,930,957,1542,1484,1663,1380,1407,1515,828,1695,1742,3149,2075,3050,4576,5285,929,894,24,0,0,0,9889,625,367,678,41,5472,6245,1209,5006,5502,10944,233,260,203,0,10944,10,3,3,0,3,0,0,48,3,53,68,31,389,10944,746,10910,777,0,3,339.5,CommercialBuildingArea_Residential,6,Bremen
45,45.0,3499,0,2597,0,0,748,0,0,24,0,0,286,0,0,0,3200,4,101,404,1939,0,17,51,201,491,848,794,777,0,0,0,3423,0,61,133,174,989,442,1060,162,289,3088,0,0,15,42,0,0,2141,743,511,40,1518,601,466,344,104,12,265,55,49,40,53,258,7,2948,21,0,2647,523,273,55,64,2638,895,942,232,0,0,0,123,29,3,0,0,52,24,0,0,0,0,0,0,0,0,1238,599,597,70,0,335,247,1920,3429,645,1089,1325,141,48,645,2149,0,204,111,3,48,645,1227,632,611,101,9,0,0,0,8755,1161,1074,494,993,1888,1090,892,770,290,2072,675,2917,1530,1535,3323,4665,313,376,12,0,0,0,7871,274,108,283,39,4278,4452,806,4219,3691,8445,102,44,61,0,8445,0,3,0,0,0,7,0,15,0,10,17,0,122,8445,257,8405,303,3,0,317.2,AgriculturalArea_Residential,7,Bremen
46,46.0,1683,0,798,0,0,821,0,0,47,0,0,210,95,0,0,1371,6,442,497,485,0,10,191,338,423,287,229,162,0,0,0,1660,0,19,55,313,1020,188,28,3,311,1000,13,221,10,0,0,83,399,323,912,43,185,242,288,57,34,65,454,206,120,43,301,135,92,1063,28,0,722,151,482,212,120,849,387,173,87,0,0,0,47,12,0,3,0,36,12,0,0,0,0,0,0,0,0,525,167,105,15,6,177,136,520,1613,718,454,290,84,39,718,653,0,78,68,3,39,718,526,188,118,24,12,0,0,0,3255,212,255,335,299,508,427,431,497,288,400,391,811,633,1011,1127,1453,366,300,6,0,0,0,2631,233,134,192,50,1531,1721,356,1356,1542,3013,72,110,33,0,3013,3,3,0,0,0,3,3,38,0,3,88,0,60,3013,241,2991,270,0,0,270.0,Residential,1,Bremen
47,47.0,5535,0,2624,6,0,2748,3,0,87,0,0,1863,9,0,0,3634,47,964,2833,1151,0,35,461,1011,2005,1009,535,345,0,0,0,5465,7,55,93,262,4391,346,179,6,1886,2101,78,941,230,95,0,0,1094,452,3767,191,334,341,1044,140,69,56,1235,1541,538,191,2098,183,9,2972,45,0,1751,276,1284,1595,616,3248,1355,732,324,0,0,0,214,59,3,3,15,205,138,0,0,0,0,0,0,0,0,1912,730,415,94,19,650,412,2170,5384,1977,1592,1199,466,133,1977,2429,0,310,374,36,133,1977,1935,762,460,146,29,0,0,0,11390,914,1121,1269,1210,1714,1579,1381,1543,683,1814,1487,2931,2277,2890,4090,5349,1003,942,12,0,0,0,8290,909,940,1069,126,5452,5936,1499,4213,5681,10114,225,827,163,3,10114,3,5,6,9,26,0,3,117,0,28,684,6,236,10114,1263,9897,1485,0,3,231.2,Residential,3,Bremen
48,48.0,3990,0,1036,0,0,2831,3,0,68,0,0,431,422,0,0,3103,87,676,2358,541,0,61,571,1056,1067,645,310,140,0,0,0,3917,53,18,38,62,3350,199,152,0,866,965,0,1234,256,202,0,218,619,176,2871,297,101,54,707,49,9,115,152,786,1663,297,1250,26,734,1701,83,0,874,176,153,790,1947,2505,769,760,266,0,0,0,117,105,12,0,9,290,97,0,0,0,0,0,0,0,0,1135,565,467,176,132,332,247,1905,3894,1287,885,1167,450,94,1287,1807,0,236,398,16,94,1287,1159,572,483,187,150,0,0,0,9705,1182,1452,1299,1041,1304,1205,769,948,489,2328,1604,2350,1576,1843,4171,4087,720,713,3,0,0,0,5792,802,1217,1735,142,4636,5054,1293,2791,5611,7821,335,1015,457,42,7821,3,13,12,32,15,5,3,228,0,113,758,32,591,7821,1881,7555,2084,12,48,223.0,Residential,3,Bremen
49,49.0,2201,0,1587,6,0,548,0,0,6,0,0,365,3,0,0,1828,0,155,583,1039,0,3,79,220,455,620,457,307,0,0,0,2166,0,26,15,181,1081,340,312,15,374,1746,4,0,39,3,0,5,681,422,1032,29,439,349,700,111,45,24,192,226,40,29,136,153,18,1783,28,0,1529,216,193,238,40,1518,636,428,205,0,0,0,62,12,3,6,0,19,36,0,0,0,0,0,0,0,0,794,367,232,39,3,247,181,1046,2159,556,714,675,98,45,556,1279,0,96,68,12,45,556,815,391,237,66,12,0,0,0,5191,385,555,585,548,849,811,642,556,230,838,710,1401,1168,1097,1845,2699,338,292,3,0,0,0,4162,306,219,409,47,2549,2651,590,2216,2376,4897,54,156,47,3,4897,0,3,0,0,3,0,0,12,0,0,117,3,84,4897,281,4693,489,0,3,222.0,CommercialBuildingArea_Residential,5,Bremen
50,50.0,3276,0,1101,3,0,2122,7,0,23,0,0,876,7,0,4,2370,3,897,1799,295,0,337,419,594,1096,470,185,74,0,0,0,3270,5,0,0,0,2986,188,22,0,891,506,0,1612,46,54,0,0,737,136,2270,105,42,15,423,9,0,0,483,794,1349,105,2758,0,30,293,0,0,498,9,501,820,1406,1856,759,430,199,0,0,0,77,52,0,6,9,175,75,0,0,0,0,0,0,0,0,1034,414,318,70,15,357,188,1304,3231,1296,848,719,294,68,1296,1393,0,165,260,18,68,1296,1043,422,338,84,21,0,0,0,6631,571,689,866,715,912,1000,753,842,300,1088,1036,1622,1396,1489,2469,3103,483,568,3,0,0,0,4069,745,731,1020,50,3235,3389,1135,2150,3347,5556,225,593,246,0,5556,13,0,0,20,7,0,0,133,6,51,383,39,353,5556,1071,5306,1317,0,0,240.0,Residential,1,Bremen
51,51.0,5147,0,2255,6,0,2624,6,0,178,0,0,1030,16,0,0,4092,154,1255,1905,1170,0,171,309,1147,1483,990,487,420,0,0,0,4979,92,69,219,952,2926,557,155,3,1049,2548,571,470,155,7,0,86,1535,1040,2430,117,755,410,613,261,159,146,1576,847,235,117,653,829,400,3013,21,0,1814,578,1607,894,235,2586,1101,580,227,0,0,0,155,51,0,3,9,153,63,0,0,0,0,0,0,0,0,1542,562,343,42,3,500,296,1765,4908,2115,1302,947,316,169,2115,1946,0,266,269,21,169,2115,1625,585,393,51,27,0,0,0,9632,708,888,1314,1134,1517,1346,1164,1059,511,1392,1504,2637,1970,2121,3772,4324,663,862,9,0,0,0,7648,505,775,609,47,4753,4879,956,3558,5129,8381,165,784,215,0,8381,11,0,6,0,38,0,0,30,3,20,579,9,405,8381,1243,8865,740,0,3,235.7,CommercialBuildingArea_Residential,9,Bremen
