,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
21,22,7618,0,2163,0,0,5206,0,0,170,0,0,1290,38,0,0,6272,62,2311,3267,1145,0,408,1195,1695,2184,928,476,498,0,0,0,7393,159,61,200,2403,3286,786,383,18,1338,2859,113,1710,361,14,523,195,2057,1248,3784,471,168,200,1671,150,162,573,1627,1119,1402,471,1506,1183,33,4348,232,0,2100,901,1768,1382,1453,4211,1525,1108,424,0,0,0,344,99,9,6,12,291,184,0,0,0,0,0,0,0,0,2323,937,661,182,29,569,634,2999,7421,2941,1889,1705,596,245,2941,3069,0,527,517,42,245,2941,2329,1011,703,254,89,0,0,0,15275,1402,1518,1763,1943,2477,2054,1845,1477,788,2649,2048,4411,3038,3133,6183,6760,1068,1239,27,0,0,0,10845,1293,1297,1669,138,7240,8033,3338,3641,8299,12041,966,1283,963,0,12041,49,65,175,0,205,0,12,170,42,62,663,41,1582,12041,3231,13680,1516,42,9,1126.0,AgriculturalArea_CommercialBuildingArea_MixedUseArea_OtherArea_Residential_SpecialUseArea,27,Frankfurt am Main
22,23,8283,0,1557,0,0,6543,0,0,105,0,0,1375,4,3,0,6882,130,2296,4128,1063,0,192,758,2421,2914,1144,389,305,0,0,0,8079,114,80,897,1706,3827,806,638,23,1388,2376,58,3588,80,212,0,64,2044,1591,4349,260,150,126,1221,173,125,115,2163,2034,1835,260,3036,1247,14,3586,65,0,1550,428,2226,2098,1942,4733,1442,1265,537,3,0,0,413,144,3,3,30,426,281,0,0,0,0,0,0,0,0,2471,1145,809,217,47,582,694,3450,8137,3098,1881,2004,826,295,3098,3251,3,627,738,63,295,3098,2523,1210,849,300,107,0,0,0,16916,1700,1725,2167,2290,2848,2183,1677,1530,805,3039,2534,5142,3035,3160,7260,7210,1016,1405,37,0,0,0,12136,1450,1388,1807,108,7938,8982,3828,3906,9188,13409,1104,1400,975,3,13409,71,89,371,3,236,3,8,160,19,49,763,36,1531,13409,3503,14787,2064,42,7,1189.3,CommercialBuildingArea_MixedUseArea_OtherArea_Residential,23,Frankfurt am Main
23,24,7536,0,1686,0,0,5672,0,0,131,0,0,1633,541,0,0,5330,204,2135,3381,1043,0,545,1172,1884,2214,852,395,292,0,0,0,7136,299,88,222,141,5684,412,716,41,2183,1728,309,679,885,208,957,92,2930,1872,1979,709,173,170,732,110,100,66,520,1960,2866,709,3457,190,17,3424,12,0,1140,278,563,2212,3246,4082,1375,1183,461,0,0,0,248,103,3,6,30,253,217,0,0,0,0,0,0,0,0,2108,975,733,184,27,630,601,2837,7383,3090,1647,1830,606,187,3090,3055,0,397,503,58,187,3090,2048,1045,750,269,122,0,0,0,15168,1589,1513,1716,2062,2437,1892,1466,1657,820,2814,2015,4500,2604,3248,6127,6789,998,1221,15,0,0,0,10379,1267,1405,1913,134,7311,7848,3187,3377,8609,11730,955,1433,1020,9,11730,69,62,233,3,177,9,12,129,17,56,889,33,1551,11730,3439,13206,1894,40,15,1158.4,MixedUseArea_OtherArea_Residential_SpecialUseArea,28,Frankfurt am Main
24,25,7744,0,1195,0,0,6289,0,3,240,0,0,1410,45,0,0,6259,184,2271,3577,1109,0,331,984,2158,2323,1181,361,237,0,0,0,7617,31,88,416,796,5071,803,286,30,1468,2071,709,1652,318,115,714,57,1632,1236,4324,514,131,63,250,92,79,62,2490,2518,1467,514,1246,1461,318,4191,187,3,473,242,2595,2826,1568,4212,1265,1270,410,0,0,0,426,146,3,15,15,364,171,0,0,0,0,0,0,0,0,2121,935,726,248,140,486,492,3228,7498,2985,1703,1859,657,284,2985,2932,0,623,584,43,284,2985,2217,977,765,292,203,0,0,0,15858,1709,1937,2050,2230,2653,1998,1386,1214,681,3245,2442,4886,2718,2563,7419,6466,738,1212,18,0,0,0,11024,1230,1425,2051,111,7451,8405,3277,3177,9408,12337,1095,1422,966,3,12337,71,118,261,0,256,9,18,189,15,42,602,59,1744,12337,3521,13671,2093,60,3,1693.1,MixedUseArea_OtherArea_Residential,15,Frankfurt am Main
25,26,9926,0,2402,6,0,7282,0,0,180,0,0,2901,28,7,0,6936,340,3066,4348,1470,0,580,1493,3033,2484,1157,453,575,0,0,0,9560,177,174,652,1912,5983,613,265,0,2959,2686,135,584,1783,248,906,39,1621,2032,4610,1611,102,200,764,102,180,188,2096,3317,1270,1611,345,2477,92,6440,216,6,1113,471,2377,4469,1427,4686,1599,1175,441,3,0,0,586,113,0,6,31,323,227,0,0,0,0,0,0,0,0,2723,1021,674,184,20,664,700,3336,9709,4617,2201,1802,698,388,4617,3223,3,753,602,53,388,4617,2871,1066,737,271,91,0,0,0,18066,1675,1367,2364,2633,2929,2256,2078,1594,1184,2759,2647,5563,3257,3843,8070,7266,1088,1589,73,0,0,0,13260,1629,1267,1765,120,8304,9763,3874,4305,9885,14617,1303,1149,979,3,14617,89,111,271,0,228,11,33,149,19,46,443,34,1803,14617,3450,16507,1478,48,3,2220.6,OtherArea_Residential,23,Frankfurt am Main
26,27,7774,0,1965,0,0,5593,0,6,148,0,0,2342,61,36,0,5304,218,2458,3162,1233,0,259,1347,2235,2077,894,412,443,0,0,0,7118,462,192,809,1069,4494,281,593,86,2458,2866,58,586,1015,83,242,17,2295,1727,2933,770,179,228,455,208,216,125,2200,2209,1103,770,394,2131,104,4698,168,0,920,547,2482,2537,1222,3716,1209,923,342,0,0,0,523,90,3,9,18,246,137,0,0,0,0,0,0,0,0,2140,839,554,115,26,449,480,2768,7586,3556,1748,1432,531,298,3556,2482,0,681,453,45,298,3556,2220,910,596,158,74,0,0,0,14135,1263,1178,2020,2200,2381,1683,1454,1187,783,2206,2265,4575,2451,2647,6529,5559,849,1174,58,0,0,0,10613,1239,968,1171,111,6600,7532,3243,3651,7240,11605,984,889,617,0,11605,65,43,186,3,136,16,12,173,28,23,395,22,1227,11605,2533,13040,1027,28,8,1588.1,AgriculturalArea_MixedUseArea_Residential,23,Frankfurt am Main
27,28,7604,0,1218,3,0,6118,103,0,132,0,0,2400,18,0,0,5163,90,3214,3198,580,0,335,1361,2573,2095,666,283,193,0,0,0,6718,766,119,537,725,5089,636,248,9,2426,1406,715,1576,316,14,637,33,3186,1025,3234,131,91,60,290,82,48,56,1525,2966,2249,131,635,2288,810,3557,21,15,483,203,1576,3012,2268,3598,1126,915,386,0,0,0,382,104,0,9,34,330,176,0,0,0,0,0,0,0,0,1979,809,565,160,42,395,482,2717,7352,3478,1539,1437,615,283,3478,2438,0,521,518,68,283,3478,2047,845,621,221,104,0,0,0,14131,1323,1286,2128,2067,2197,1847,1446,1118,748,2332,2404,4255,2630,2509,6304,5582,861,1329,58,0,0,0,9194,1199,1597,1953,162,6723,7406,3099,2722,8307,10436,1017,1602,1067,3,10436,81,62,245,8,301,12,30,160,60,45,849,51,1649,10436,3688,12357,1717,26,6,1510.5,CommercialBuildingArea_MixedUseArea_OtherArea_Residential,16,Frankfurt am Main
28,29,6484,0,1803,3,0,4493,10,0,146,0,0,1567,35,10,0,4854,284,1964,2567,1116,0,215,1069,1854,1745,758,343,335,0,0,0,6294,76,104,439,344,3102,450,1582,34,1623,2050,228,1409,412,29,162,110,1586,1238,3194,436,136,85,616,150,77,110,1238,2208,1351,436,1332,1551,410,2902,19,0,873,373,1278,2296,1622,3508,991,1188,252,0,0,0,332,130,9,9,21,296,122,0,0,0,0,0,0,0,0,1696,851,692,176,50,307,364,2815,6308,2575,1352,1643,507,235,2575,2471,0,499,437,45,235,2575,1744,873,708,256,122,0,0,0,13922,1808,1384,1808,2390,2409,1587,1126,889,508,2926,2073,4795,2205,1916,6382,5722,659,1094,50,0,0,0,9301,1241,1435,1517,373,6714,7205,3180,2760,7989,10360,1156,1496,874,24,10360,106,83,304,0,302,3,9,179,34,25,704,31,1631,10360,3559,12208,1631,17,31,1222.2,CommercialBuildingArea_MixedUseArea_Residential,17,Frankfurt am Main
29,30,2879,0,833,0,0,1965,0,3,40,0,0,1152,22,0,0,1682,27,967,1153,435,0,115,641,753,577,350,173,167,0,0,0,2572,223,80,195,244,1966,270,54,5,1183,1082,143,33,75,55,134,19,1306,352,850,355,83,148,292,101,97,70,423,588,680,355,371,240,211,1877,41,0,560,274,505,630,866,1655,569,419,188,0,0,0,145,28,3,0,12,120,94,0,0,0,0,0,0,0,0,927,372,235,67,18,213,264,1176,2828,1059,720,656,282,98,1059,1171,0,194,241,24,98,1059,902,416,262,92,55,0,0,0,6141,544,604,744,775,1005,903,682,594,281,1045,850,1798,1282,1174,2539,2665,394,541,18,0,0,0,4099,677,472,777,86,2949,3199,1488,1483,3174,4885,503,395,339,0,4885,16,76,58,3,59,3,3,78,49,16,178,15,573,4885,1253,5360,762,12,0,964.0,MixedUseArea_Residential,13,Frankfurt am Main
30,31,1457,0,563,0,0,838,0,3,27,0,0,281,0,0,0,1166,35,207,572,410,0,67,103,279,366,218,197,167,0,0,0,1438,8,12,66,89,702,337,78,3,284,856,0,206,20,0,0,3,559,323,533,39,118,82,126,87,57,26,656,232,21,39,207,47,0,1115,6,0,334,180,681,242,21,937,294,299,127,0,0,0,81,12,0,0,3,60,18,0,0,0,0,0,0,0,0,444,213,169,57,32,116,126,688,1423,430,379,440,106,37,430,720,0,97,85,3,37,430,438,216,175,70,49,0,0,0,3440,398,480,370,423,599,415,335,282,112,812,445,1028,590,564,1544,1584,141,164,6,0,0,0,2578,279,140,403,24,1682,1762,728,904,1804,2883,224,136,193,0,2883,7,10,30,0,28,4,3,42,3,0,78,0,302,2883,555,2983,446,6,0,981.3,AgriculturalArea_MixedUseArea_Residential,11,Frankfurt am Main
31,32,2739,0,38,0,0,2602,0,0,67,0,0,33,0,0,0,2685,59,1593,840,41,0,49,371,1511,577,129,10,9,0,0,0,2651,64,24,380,895,1184,106,10,0,33,53,712,1561,0,0,0,6,218,536,1947,22,0,12,169,0,29,46,1492,478,467,22,3,711,397,1267,243,3,184,82,1502,489,467,1248,414,302,110,3,0,0,138,44,6,0,15,105,53,0,0,0,0,0,0,0,0,714,273,195,51,7,133,175,933,2658,1276,558,482,209,133,1276,834,3,196,175,18,133,1276,773,298,214,58,28,0,0,0,4933,501,405,673,715,827,646,564,383,228,812,767,1539,955,866,2135,1938,314,544,6,0,0,0,3357,382,535,602,58,2414,2520,982,1143,2808,3686,342,562,337,0,3686,44,10,104,0,100,3,3,66,12,9,283,17,541,3686,1246,4352,557,16,0,1476.2,CommercialBuildingArea_ForestryArea_Residential,7,Frankfurt am Main
32,33,4764,0,1325,0,0,3290,0,0,105,0,0,1047,35,9,0,3634,107,1276,2016,839,0,243,529,1322,1354,582,282,304,0,0,0,4425,180,147,468,332,2701,496,384,7,1100,1985,40,639,130,64,182,248,2229,752,1377,366,321,139,225,270,151,87,1234,1027,898,366,26,871,48,3485,148,3,738,523,1301,1047,1121,2392,789,584,225,0,0,0,250,61,3,0,6,170,99,0,0,0,0,0,0,0,0,1337,529,404,38,9,332,375,1670,4635,2038,1054,953,373,179,2038,1657,0,347,322,21,179,2038,1361,557,431,76,81,0,0,0,9555,832,797,1108,1268,1529,1252,1047,898,746,1470,1295,2811,1823,2153,3960,3955,813,814,15,0,0,0,7058,890,760,668,123,4556,4972,2300,2590,4629,7688,727,733,370,10,7688,44,22,147,0,125,6,16,63,73,15,327,15,831,7688,1866,8792,720,11,13,982.7,CommercialBuildingArea_MixedUseArea_OtherArea_Residential_SpecialUseArea,33,Frankfurt am Main
33,34,7593,0,1235,0,0,6100,0,3,209,0,0,1538,87,3,0,5938,605,2657,3108,608,0,596,1270,2220,2196,662,230,191,0,0,0,7122,188,269,1095,840,4621,574,103,11,1637,2226,150,1054,759,50,1075,128,2238,1138,3690,465,120,115,207,152,147,77,1938,2405,1879,465,68,2539,157,4031,520,3,497,398,2062,2628,1970,3842,1123,1102,389,0,0,0,314,151,0,9,21,378,171,0,0,0,0,0,0,0,0,1918,867,694,221,69,406,470,2952,7371,3254,1469,1668,663,255,3254,2625,0,517,584,61,255,3254,1984,893,712,292,158,0,0,0,15497,1796,1629,2196,2333,2353,1979,1385,1174,657,3104,2516,4690,2748,2434,6894,6376,862,1340,33,0,0,0,9693,1610,2047,1925,178,7759,7724,3358,2847,9280,10091,1672,2439,1261,17,10091,200,76,532,0,274,0,15,314,134,29,1417,12,2231,10091,5405,13596,1768,28,59,850.2,CommercialBuildingArea_MixedUseArea_Residential,23,Frankfurt am Main
34,35,6545,0,1036,6,0,5180,19,0,278,0,0,1638,11,0,0,4863,313,2249,2670,854,0,280,1120,2030,1775,744,238,214,0,0,0,5797,142,590,2063,1297,1732,374,669,3,1663,2536,26,796,588,60,382,42,1659,782,3330,724,57,39,290,83,42,109,2186,1942,968,724,486,2159,98,3168,415,3,455,270,2389,2162,1221,3253,865,937,323,6,0,0,405,165,3,15,21,269,113,0,0,0,0,0,0,0,0,1636,757,570,165,60,154,353,2721,6238,2677,1289,1466,491,290,2677,2145,6,590,406,47,290,2677,1672,818,617,258,166,0,0,0,13501,1465,1403,2308,2379,2411,1596,991,602,318,2562,2625,4790,2195,1317,6688,5276,488,1003,47,0,0,0,8037,1872,1546,1882,127,6877,6614,3188,2017,8296,8617,2008,1659,1193,13,8617,163,186,415,0,229,3,7,239,127,23,803,10,2521,8617,4884,11922,1487,38,30,1039.8,CommercialBuildingArea_MixedUseArea_OtherArea_Residential_SpecialUseArea,19,Frankfurt am Main
35,36,8764,0,2232,0,0,6259,6,0,218,0,0,2790,211,0,0,5713,325,2733,4092,915,0,637,1354,2467,2572,988,323,241,0,0,0,8541,95,128,1309,733,4359,1263,463,20,3016,2366,285,1656,708,23,147,16,2068,988,4410,1234,87,71,589,145,135,191,2076,2464,1644,1234,1557,1467,81,5133,182,16,824,497,2303,2886,2182,4606,1582,1265,482,6,0,0,386,155,6,12,27,337,145,0,0,0,0,0,0,0,0,2442,1081,742,222,50,506,626,3470,8519,3639,2012,1960,616,257,3639,3342,6,605,524,56,257,3639,2394,1116,794,328,177,0,0,0,17661,1837,1695,2394,2663,2934,2310,1751,1440,581,3166,2779,5601,3271,2847,7566,7799,897,1336,50,0,0,0,11238,2171,2110,1907,192,8774,8890,4348,3288,10027,12266,1909,2299,1176,0,12266,146,189,394,0,322,12,21,463,135,51,1367,43,2133,12266,5398,15507,2040,59,22,928.0,MixedUseArea_OtherArea_Residential,23,Frankfurt am Main
36,37,4271,0,783,0,0,3312,9,0,143,0,0,439,29,0,0,3795,102,1588,1772,406,0,127,351,1317,1522,508,163,160,0,0,0,4202,13,45,647,550,2526,219,135,3,469,1262,1015,308,171,0,622,6,1182,710,2278,77,236,81,203,228,108,79,1051,1360,803,77,366,1224,513,1785,219,0,556,410,1079,1370,815,2279,783,644,240,0,0,0,144,68,0,3,9,146,69,0,0,0,0,0,0,0,0,1184,526,401,122,19,319,286,1658,4106,1731,946,997,330,66,1731,1685,0,261,260,39,66,1731,1134,553,428,153,72,0,0,0,8683,925,879,1191,1244,1341,1073,849,804,367,1625,1368,2586,1522,1571,3604,3900,532,632,18,0,0,0,6029,709,816,1014,81,4370,4303,2319,1912,4442,6501,660,893,615,11,6501,31,42,185,3,90,3,6,131,15,9,592,6,969,6501,2182,7657,977,25,16,720.8,CommercialBuildingArea_MixedUseArea_Residential,9,Frankfurt am Main
37,38,5574,0,1554,0,0,3867,3,0,91,0,0,604,6,0,0,4943,12,1484,2809,681,0,113,603,1674,1675,814,307,257,0,0,0,5472,3,90,598,585,3677,364,144,3,622,2102,174,273,1005,33,1015,16,1240,1693,2505,81,269,633,293,210,230,76,1988,931,808,81,25,727,783,3681,127,0,1247,524,2029,945,809,3328,1166,963,411,0,0,0,168,81,0,3,24,244,99,0,0,0,0,0,0,0,0,1702,785,636,143,27,456,523,2338,5440,1976,1364,1488,465,104,1976,2523,0,312,385,44,104,1976,1656,788,656,225,96,0,0,0,11920,1363,1152,1537,1645,1774,1462,1248,1137,592,2265,1789,3422,2121,2333,4702,5653,795,757,3,0,0,0,8536,908,1116,1204,124,5839,6070,3160,2623,6129,9212,802,1191,682,10,9212,62,92,276,3,127,0,3,88,6,15,766,6,1121,9212,2708,10565,1284,33,17,790.5,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,16,Frankfurt am Main
38,39,6963,0,1368,0,0,5264,0,0,278,0,0,1414,52,0,0,5467,148,2180,3081,849,0,178,756,2415,1960,815,365,304,0,0,0,6544,262,149,920,999,3771,296,591,11,1469,2327,84,811,793,4,888,14,1561,1360,3644,335,180,135,474,157,121,109,2225,1956,1144,335,348,1381,439,4251,317,0,849,447,2303,2069,1248,3726,1160,1148,403,3,0,0,279,124,6,9,18,253,142,0,0,0,0,0,0,0,0,1825,947,671,166,56,408,527,2790,6651,2714,1481,1718,505,203,2714,2727,3,464,433,40,203,2714,1831,927,732,238,143,0,0,0,14370,1543,1502,2021,2077,2360,1774,1309,1111,657,2744,2305,4449,2518,2349,6268,6240,791,1045,27,0,0,0,9997,1317,1443,1467,125,6978,7388,3595,3153,7625,10707,1262,1575,789,0,10707,138,131,354,3,227,6,18,149,55,12,828,20,1580,10707,3661,12780,1527,31,8,803.9,AgriculturalArea_CommercialBuildingArea_MixedUseArea_OtherArea_Residential,28,Frankfurt am Main
39,40,7820,0,1426,3,0,6144,7,0,177,0,0,2778,13,0,0,4994,90,2597,3789,673,0,250,1412,2548,2314,612,250,234,0,0,0,7057,608,141,563,967,4307,1244,345,12,2800,2959,81,72,27,549,870,44,3923,1125,2536,184,218,75,187,280,192,133,1848,2052,2516,184,452,1016,861,5198,49,0,563,604,1877,2093,2603,3988,1323,1152,430,0,0,0,255,149,0,6,22,336,157,0,0,0,0,0,0,0,0,2026,909,684,230,80,425,534,3014,7610,3402,1578,1783,619,195,3402,2922,0,432,547,40,195,3402,2007,944,721,289,150,0,0,0,15649,1698,1667,2189,2297,2483,1952,1491,1254,611,3001,2547,4784,2788,2526,6751,6805,936,1133,27,0,0,0,9987,1644,1851,1940,158,7633,8017,3765,2813,9060,11296,1432,1898,987,19,11296,111,83,357,9,190,3,12,273,100,43,1185,27,1805,11296,4340,13448,2060,59,44,766.9,AgriculturalArea_CommercialBuildingArea_MixedUseArea_OtherArea_Residential,23,Frankfurt am Main
40,41,2026,0,995,0,0,972,3,0,28,0,0,529,0,0,0,1499,12,243,667,776,0,23,119,429,481,318,230,324,0,0,0,1944,0,78,122,58,904,412,272,19,530,1355,0,3,63,0,0,0,1214,282,404,94,262,141,258,269,65,44,493,258,104,94,37,49,0,1824,6,5,700,411,521,274,105,1266,418,348,159,3,0,0,97,24,3,0,15,67,15,0,0,0,0,0,0,0,0,647,304,233,45,9,143,220,907,1974,630,526,572,141,41,630,944,3,142,98,24,41,630,639,317,235,79,21,0,0,0,4496,455,452,461,536,869,623,510,385,185,835,542,1414,924,785,1805,2163,258,264,16,0,0,0,3711,353,134,204,34,2208,2285,1159,1584,1738,3979,279,95,106,0,3979,3,0,27,0,15,0,0,30,30,3,25,3,263,3979,517,4262,222,3,0,959.6,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,14,Frankfurt am Main
41,42,4208,0,1836,3,0,2164,53,0,98,0,0,917,12,0,0,3262,99,427,1577,1522,0,144,265,854,1107,767,500,440,0,0,0,3957,61,187,137,125,1286,446,1356,294,936,2383,54,59,355,14,162,4,1556,802,1692,120,243,295,762,217,99,105,842,1216,250,120,757,185,74,2941,35,6,1366,430,867,1276,252,2738,773,1083,240,0,0,0,242,83,3,3,6,92,43,0,0,0,0,0,0,0,0,1210,710,645,102,9,175,214,2296,4025,1164,1041,1448,224,85,1164,2102,0,359,180,15,85,1164,1205,714,637,158,43,0,0,0,9492,1430,962,1070,1742,1948,1050,645,447,167,2220,1254,3694,1426,923,4198,4567,269,452,19,0,0,0,7235,843,443,883,31,4646,4842,2707,2073,4719,7972,707,336,464,0,7972,19,21,149,0,52,14,9,78,21,25,117,12,825,7972,1523,8611,824,24,4,1104.8,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,40,Frankfurt am Main
42,43,1993,0,842,0,0,1084,0,0,34,0,0,315,8,0,0,1666,27,272,782,630,0,35,146,429,533,357,227,215,0,0,0,1936,0,57,135,93,1125,252,222,22,325,1521,0,8,39,3,0,5,1354,325,256,39,278,101,134,336,81,19,742,203,28,39,43,89,7,1762,13,0,550,444,758,203,29,1263,420,379,144,0,0,0,113,19,0,3,0,58,33,0,0,0,0,0,0,0,0,645,317,239,36,0,137,185,923,1945,622,543,564,131,42,622,944,0,164,116,3,42,622,641,321,255,60,12,0,0,0,4265,481,386,444,618,752,557,466,385,160,801,514,1372,824,756,1713,2066,243,229,12,0,0,0,3606,309,90,192,21,2073,2193,1683,1053,1524,3794,286,67,92,0,3794,0,0,29,0,6,0,3,24,0,0,30,3,288,3794,466,4077,178,3,0,1007.0,AgriculturalArea_MixedUseArea_Residential,10,Frankfurt am Main
43,44,5449,0,1886,0,0,3395,0,0,87,0,0,2118,151,0,0,3149,72,1160,2534,1067,0,443,695,1382,1296,731,380,373,0,0,0,5130,193,127,131,155,3674,701,379,6,2279,2055,262,14,76,89,389,32,2747,809,1350,476,315,171,464,390,147,26,1058,919,1383,476,343,157,392,4247,34,20,1003,587,1133,986,1695,3143,1024,837,352,0,0,0,261,87,0,3,26,210,164,0,0,0,0,0,0,0,0,1642,714,540,147,43,405,496,2220,5335,2028,1306,1336,471,118,2028,2234,0,405,404,45,118,2028,1587,722,594,195,111,0,0,0,11423,1109,1126,1586,1399,1827,1607,1162,1081,499,2018,1797,3234,2221,2150,4799,5091,700,831,11,0,0,0,7818,1140,795,1452,171,5473,5955,2867,2790,5770,9430,684,638,626,3,9430,23,63,124,3,84,9,12,108,42,31,275,15,993,9430,1978,9966,1405,6,10,993.7,AgriculturalArea_CommercialBuildingArea_MixedUseArea_OtherArea_Residential,20,Frankfurt am Main
44,45,8969,0,3223,0,0,5470,0,0,176,0,0,2627,3,0,0,6291,202,1804,3895,1995,0,306,872,2325,2586,1277,658,702,0,0,0,8732,0,238,953,490,4509,1230,1032,22,2652,4190,366,135,198,362,481,9,4298,1741,2481,372,668,269,467,817,256,187,2750,1951,1059,372,93,1070,412,6491,490,0,1482,1340,2812,2004,1239,5120,1971,1247,523,6,0,0,490,92,0,0,15,271,168,0,0,0,0,0,0,0,0,2990,1105,773,124,18,799,778,3550,8718,3307,2508,1958,616,243,3307,3757,6,688,524,39,243,3307,2979,1173,827,202,76,0,0,0,17632,1505,1509,1972,2364,3120,2444,2140,1701,842,2722,2296,5505,3567,3580,7006,8317,991,1286,56,0,0,0,14011,1330,1166,946,130,8515,9126,3893,5234,8501,14903,1121,1106,449,0,14903,90,95,305,0,278,0,24,148,26,42,419,12,1052,14903,2736,16378,1172,25,10,1217.8,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,31,Frankfurt am Main
45,46,3196,0,1160,0,0,1952,0,0,61,0,0,1045,286,0,0,1851,24,623,1408,757,0,153,489,757,707,468,304,198,0,0,0,2807,356,31,29,292,1866,110,537,95,1335,1311,58,36,119,12,184,28,1659,117,1327,35,133,75,860,71,3,15,368,480,1069,35,1082,149,201,1560,42,0,1132,97,370,480,1083,1990,515,694,231,0,0,0,158,61,6,6,6,119,89,0,0,0,0,0,0,0,0,872,509,438,129,35,149,248,1603,3125,1025,698,1021,277,80,1025,1444,3,260,238,14,80,1025,874,519,448,151,61,0,0,0,7282,880,858,868,1037,1368,1020,646,423,182,1570,1038,2404,1391,877,3194,3227,299,535,32,0,0,0,4804,688,678,1033,51,3575,3703,1678,1377,4231,5591,519,625,531,0,5591,57,44,168,6,100,6,3,85,24,31,277,14,796,5591,1693,6389,854,14,15,896.5,AgriculturalArea_OtherArea_Residential,14,Frankfurt am Main
