,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
22,23,55213,0,7072,76,0,45752,417,126,1545,0,0,15989,1361,100,25,37475,957,19864,23393,8972,0,2619,11264,18217,13610,5567,2211,1191,0,0,0,53602,492,1099,18357,9400,21013,3120,769,23,17591,14646,1619,551,10505,3931,1761,1017,4164,1554,41818,7348,54,56,121,79,14,30,1669,14374,30966,7348,27313,5082,316,20813,221,3,262,201,1925,16811,35638,21280,8350,3976,1435,109,0,0,2006,779,18,189,185,2349,1377,0,0,0,0,0,0,0,0,13826,4508,2376,321,45,3307,3045,14923,53008,29958,10558,6396,4348,1777,29958,13784,109,2930,3754,502,1777,29958,14829,4741,2573,481,170,0,0,0,87791,6424,6243,9731,10730,14777,13495,12991,8867,4517,11401,10989,25514,20154,19742,39767,31863,5405,10165,625,0,9,0,69358,6616,4882,5793,1033,40595,47199,11214,21521,55050,76750,4231,3456,3188,77,76750,154,298,449,0,343,66,218,963,47,518,1056,288,5847,76750,11032,81999,5498,51,101,4475.5,MixedUseArea_Residential_SpecialUseArea,16,Berlin
23,24,11678,0,2132,32,0,8915,114,6,373,0,0,3661,699,3,164,7030,58,3364,5253,1932,0,379,1605,3529,3596,1384,499,426,0,0,0,11295,180,191,1884,3191,4638,894,251,19,4594,2355,536,73,2215,920,70,20,1781,506,7141,2106,246,68,154,131,18,28,1704,4373,2555,2106,3062,1097,182,6730,35,0,525,233,1989,5490,3253,4821,2061,909,312,6,0,0,245,118,3,15,33,528,258,0,0,0,0,0,0,0,0,3106,991,534,73,3,951,709,3135,11101,5911,2388,1451,958,352,5911,3335,6,459,836,83,352,5911,3313,1031,576,115,32,0,0,0,19098,1373,1480,1652,1900,3073,2732,3091,2345,1440,2563,1940,4978,4213,5398,7588,7553,1612,2266,75,0,0,0,15852,1211,837,949,146,8446,10640,2206,5590,11297,17382,647,495,494,16,17382,27,15,61,0,36,3,31,163,6,106,117,46,908,17382,1715,18035,1015,9,22,2270.8,CommercialBuildingArea_Residential,9,Berlin
24,25,5799,0,1955,12,0,3319,30,3,340,0,0,2208,210,0,0,3286,216,1030,1551,1797,0,284,698,1485,1327,786,367,510,0,0,0,5511,85,185,1262,633,2465,624,152,10,2470,2097,0,206,298,240,16,25,3560,415,1123,515,377,93,216,271,31,42,1690,1342,828,515,224,243,69,4756,48,0,789,447,1852,1494,981,2484,1124,463,140,3,0,0,81,12,0,0,6,186,50,0,0,0,0,0,0,0,0,1598,449,238,30,3,551,503,1391,5319,2648,1297,724,398,116,2648,1804,3,161,317,12,116,2648,1650,452,257,42,21,0,0,0,9692,686,706,746,859,1397,1308,1754,1327,842,1279,913,2261,2083,3169,3661,4193,805,971,61,0,0,0,7698,732,472,545,128,4513,5184,1247,2619,5822,8645,400,277,261,3,8645,12,9,35,0,3,0,27,46,3,71,38,26,537,8645,1030,9138,479,16,6,2808.7,Residential,6,Berlin
25,26,21306,0,4490,21,0,15704,97,60,705,0,0,5789,523,3,16,14760,564,5538,8788,4213,0,1109,2979,5965,5572,2583,1147,1361,0,0,0,20164,800,312,3373,5238,9972,837,380,7,6423,5189,1311,50,4304,1144,1129,214,4773,1306,11917,2989,608,506,506,273,176,79,2332,6157,7106,2989,9303,592,519,9689,68,49,1777,663,2489,6867,9173,9306,4134,1748,622,18,0,0,776,192,3,38,55,681,373,0,0,0,0,0,0,0,0,6080,1682,1108,153,18,1986,1517,5751,20330,10347,5006,2829,1435,591,10347,6643,18,1072,1178,141,591,10347,6265,1829,1225,235,72,0,0,0,36250,2545,2861,3791,3487,5539,4860,5861,4837,2381,4814,4413,9048,7608,10365,14877,14875,2674,3597,142,0,0,3,30214,2284,1293,1834,465,16910,19322,4428,10721,21087,32603,1389,982,1062,31,32603,51,50,105,0,48,12,74,270,25,153,302,43,2037,32603,3600,34573,1578,18,31,1908.2,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,24,Berlin
26,27,10106,0,553,6,0,9033,42,3,371,0,0,706,235,3,10,9063,48,4252,5058,124,0,105,1991,3744,3080,782,68,50,0,0,0,10069,0,32,312,1481,6811,790,315,0,969,215,338,4161,3329,41,132,4,1247,322,5914,2537,151,9,5,27,8,6,515,3773,2928,2537,9176,43,3,344,70,138,192,75,540,4033,5144,4372,1732,746,279,0,0,0,331,172,0,35,34,581,321,0,0,0,0,0,0,0,0,2862,887,484,86,15,840,488,3006,9670,5011,2085,1237,1036,260,5011,2794,0,523,910,94,260,5011,3014,948,506,102,34,0,0,0,17254,1380,1383,2182,2083,2445,2349,2056,2179,1133,2415,2552,4526,3361,4383,7173,6456,1493,2103,28,0,0,0,12765,1414,1466,1040,526,8247,9005,1992,4323,10943,14718,688,1171,600,49,14718,54,15,36,0,57,3,15,355,12,112,647,76,990,14718,2535,15508,1650,9,56,783.4,CommercialBuildingArea_Residential_SpecialUseArea,8,Berlin
27,28,8130,0,924,12,0,6756,136,6,259,0,0,2329,163,3,22,5584,119,2858,3210,1713,0,406,1387,2888,1999,889,338,178,0,0,0,7959,5,167,4205,689,2623,275,23,0,2532,2522,14,44,1628,711,140,57,425,170,6159,1343,0,0,0,0,0,6,266,1894,4568,1343,4030,982,221,2606,47,87,0,15,311,2266,5499,3010,1130,587,224,10,0,0,334,92,0,15,25,304,196,0,0,0,0,0,0,0,0,1919,657,335,55,9,390,495,2126,7697,4399,1497,934,577,295,4399,1950,10,450,496,62,295,4399,2087,710,355,85,21,0,0,0,12735,886,847,1538,1673,2152,1996,1849,1200,594,1556,1715,3825,2939,2708,5942,4481,711,1516,93,0,0,0,10022,1028,649,888,143,5953,6782,1631,2961,8147,11169,642,439,465,9,11169,24,31,60,0,34,3,42,167,9,65,100,41,847,11169,1567,11811,871,6,9,5424.3,CommercialBuildingArea_MixedUseArea_Residential,5,Berlin
28,29,20002,0,1991,18,0,16638,208,6,984,0,0,3934,391,10,7,15511,150,8221,9512,1150,0,680,3493,8247,5478,1395,215,113,0,0,0,19349,9,641,5792,2856,8802,1203,276,0,4418,7029,13,1341,2719,2758,51,209,2213,430,15769,1435,92,33,73,59,6,55,1487,10790,5632,1435,2385,4097,461,11651,516,0,244,196,1628,11489,6185,8103,2864,1380,589,3,0,0,925,390,3,78,57,1043,466,0,0,0,0,0,0,0,0,5123,1697,889,203,79,1129,863,6091,18720,10177,3832,2468,1787,439,10177,4882,6,1409,1550,192,439,10177,5292,1773,960,269,128,0,0,0,32875,2644,2913,5050,4049,5460,4536,3745,2942,1507,4881,5708,9517,6416,6321,14931,11460,2338,4062,57,0,0,0,26596,1883,2459,1498,366,15962,16886,3251,8668,20950,28858,1099,2119,685,38,28858,152,54,45,0,141,0,12,438,35,87,1199,12,1451,28858,4001,30520,2258,3,39,1113.8,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,22,Berlin
29,30,7759,0,1145,3,0,6056,31,0,463,0,0,1446,227,8,18,5984,31,3740,2989,477,0,176,1034,3054,2488,620,142,69,0,0,0,7632,97,23,34,2950,2892,432,1058,13,1715,817,3,2971,1672,60,0,3,230,403,6889,155,36,114,425,19,6,34,331,4381,2114,155,4970,106,8,2208,88,0,602,77,338,4510,2129,3499,1308,808,227,0,0,0,296,128,0,18,12,408,163,0,0,0,0,0,0,0,0,2082,756,438,126,48,578,417,2492,7229,3617,1624,1226,652,105,3617,2373,0,457,577,35,105,3617,2113,773,445,141,81,0,0,0,13441,1298,1245,1574,1720,2088,1776,1701,1408,637,2281,1825,3805,2668,2859,5376,5475,1035,1519,31,0,0,0,10276,999,1214,783,143,6339,7102,1590,3222,8624,11878,467,826,233,3,11878,15,19,9,6,29,0,0,263,3,57,545,12,430,11878,1564,11855,1564,0,3,782.4,CommercialBuildingArea_Residential_SpecialUseArea,11,Berlin
30,31,6180,0,382,4,0,5441,99,4,190,0,0,816,84,0,118,5124,24,2282,3053,379,0,338,924,2608,1258,682,148,45,0,0,0,6086,0,92,1478,2042,2268,55,0,0,1034,919,304,0,2966,379,9,0,444,135,5202,365,88,22,87,10,3,0,1003,2569,1935,365,4112,904,22,780,25,0,206,25,1014,2613,2244,2780,1052,592,237,0,0,0,233,117,3,9,12,329,110,0,0,0,0,0,0,0,0,1632,621,381,83,26,445,315,2013,5862,2962,1282,989,520,99,2962,1886,0,367,461,43,99,2962,1679,631,404,108,34,0,0,0,11151,1096,1038,1503,1386,1828,1376,1326,1052,540,1924,1717,3211,2015,2274,4822,4447,765,1090,15,0,0,10,8389,702,1151,725,167,5357,5785,1145,2594,7381,9204,367,1077,457,14,9204,21,15,28,3,72,0,6,151,6,131,503,3,900,9204,1946,10286,837,3,15,958.6,CommercialBuildingArea_Residential,8,Berlin
31,32,20744,0,4698,15,0,14921,104,6,756,0,0,1576,200,3,3,18834,49,4770,10724,2685,0,326,2659,5900,6513,2814,1165,717,0,0,0,20634,11,68,816,1257,13071,1313,2803,61,1820,5810,980,2665,5852,2155,30,9,5937,1426,12381,833,2513,1154,978,725,114,214,1653,2664,9646,833,2424,1389,3131,9841,2939,0,4748,1158,1700,2932,10104,11923,4575,2660,1120,3,0,0,688,501,9,59,40,1171,416,0,0,0,0,0,0,0,0,6697,2704,1720,431,124,2057,1345,8397,19713,7448,5420,4527,1920,215,7448,8429,3,1380,1677,144,215,7448,6691,2747,1789,516,205,0,0,0,41592,3820,4894,4440,4198,6893,5520,5487,4644,1606,7761,5473,11080,8192,9163,16294,18561,2897,3726,39,0,0,3,35090,2086,2089,1697,369,19888,21708,4173,11743,25633,38571,773,1449,504,33,38571,45,25,43,27,68,0,12,342,9,147,789,38,1015,38571,2957,38327,3166,0,37,508.5,CommercialBuildingArea_Residential_SpecialUseArea,25,Berlin
32,33,1587,0,1061,0,0,397,3,3,44,0,0,127,0,0,0,1455,0,77,370,602,0,3,74,191,365,367,243,190,0,0,0,1562,0,9,54,274,524,299,196,6,128,1267,0,60,14,16,3,0,858,299,374,13,521,288,244,143,9,6,248,15,63,13,29,126,14,1279,54,0,1084,174,254,15,64,1109,466,233,121,0,0,0,27,9,0,3,3,18,36,0,0,0,0,0,0,0,0,628,181,183,24,0,186,204,676,1501,352,540,439,100,3,352,898,0,64,73,9,3,352,603,199,174,35,3,0,0,0,3715,260,395,259,205,587,620,661,437,207,578,353,815,948,1006,1254,1905,251,254,15,0,0,0,3304,147,45,82,48,1825,1875,315,1379,2006,3583,44,19,9,0,3583,0,3,3,0,0,0,0,9,0,0,7,0,42,3583,120,3601,88,0,0,627.4,Residential_SpecialUseArea,6,Berlin
33,34,6030,0,3872,12,0,1740,11,3,149,0,0,376,13,0,0,5595,0,205,1779,2245,0,12,169,479,1412,1764,943,764,0,0,0,5931,5,75,114,592,2672,1301,583,45,401,4518,7,67,221,25,468,4,3501,829,1462,88,2249,718,1052,541,66,20,962,71,95,88,203,227,110,5037,59,0,4119,714,984,126,96,4309,1729,984,438,0,0,0,137,72,0,6,6,141,109,0,0,0,0,0,0,0,0,2328,980,673,105,6,813,609,2796,5694,1273,1986,1767,431,27,1273,3364,0,312,348,24,27,1273,2235,991,683,133,24,0,0,0,14019,1223,1583,1070,1080,2334,2128,2371,1542,579,2541,1380,3437,3271,3428,4987,7278,758,876,24,0,0,0,12751,467,147,205,141,6869,7124,1612,4632,7768,13588,156,67,49,0,13588,3,0,3,0,10,3,0,28,0,6,27,0,139,13588,332,13614,308,0,0,581.6,Residential_SpecialUseArea,13,Berlin
34,35,14225,0,2075,9,0,11067,180,3,688,0,0,2242,284,22,202,11291,552,4784,6564,1306,0,340,2515,5175,3817,1294,430,311,0,0,0,14003,140,61,1412,2888,4860,1001,3066,98,2823,3168,2467,13,2838,1382,6,227,3685,863,8768,729,726,298,531,323,24,51,1879,4897,4511,729,2138,1819,619,7457,1348,27,1618,446,1917,5137,4937,6795,2771,1305,556,0,3,0,642,275,0,42,27,622,254,0,0,0,0,0,0,0,0,4230,1440,808,181,56,1225,805,4726,13254,6196,3450,2254,1063,229,6196,4664,3,982,936,80,229,6196,4241,1510,860,215,114,0,0,0,26933,2200,2324,3373,2991,4118,3706,3263,2952,1988,4021,3897,7102,5305,6615,10800,10785,2448,2830,58,0,0,0,22222,1388,1421,1075,707,12962,13967,2488,7996,16444,24380,657,1207,568,44,24380,43,9,32,17,48,3,6,295,7,81,767,35,952,24380,2526,25213,1647,0,44,606.8,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,19,Berlin
35,36,18865,0,2633,28,0,15315,65,3,662,0,0,2376,257,9,0,16126,138,6255,10049,1108,0,378,2596,7036,5633,2074,536,230,0,0,0,18787,0,72,201,3614,13086,855,378,13,2659,2866,269,2212,7115,1709,169,544,2321,979,13665,1747,801,613,200,240,39,9,1668,5800,7533,1747,3303,1759,1648,11335,79,0,1676,353,1779,6046,8900,9189,3700,1652,777,3,0,0,625,415,3,44,33,1081,489,0,0,0,0,0,0,0,0,5642,1932,1123,321,63,1764,1137,6265,18018,8467,4382,3008,1801,298,8467,6180,3,1133,1595,143,298,8467,5753,1961,1189,382,104,0,0,0,34364,2934,3202,4223,3527,5217,4602,4533,4466,1668,5368,4984,8732,6689,8597,13525,13999,2895,3898,18,0,0,0,26997,1916,2935,1982,459,16179,18184,3519,9750,21089,31128,802,1758,576,23,31128,23,9,16,64,69,3,0,396,12,169,1144,58,942,31128,3215,30522,3765,0,26,510.8,Residential_SpecialUseArea,17,Berlin
36,37,21524,0,3965,55,0,16177,151,24,888,0,0,4552,273,0,4,16548,108,7126,10625,2121,0,361,3046,8313,6233,2064,614,478,0,0,0,21123,112,272,4287,4015,10180,1658,264,56,4901,6628,303,1188,5977,479,210,352,3801,686,15088,1786,1102,310,415,481,37,38,2143,8407,6490,1786,4083,3111,289,12161,984,3,1879,624,2309,9567,6932,9584,3893,1599,698,6,0,0,874,412,3,39,48,1054,443,0,0,0,0,0,0,0,0,6162,1960,994,211,111,1816,1244,6551,20262,10266,4840,2895,1798,327,10266,6289,6,1379,1570,146,327,10266,6265,2059,1060,275,155,0,0,0,36182,2793,3087,4504,3948,5827,5000,4972,4215,1791,5215,5172,9775,7354,8677,14774,14301,2818,4219,60,0,0,0,30090,1997,2079,1521,317,17260,18914,3661,10156,22348,33002,901,1507,604,12,33002,90,12,51,12,98,0,21,340,15,104,809,40,1191,33002,3139,33412,2667,10,21,836.9,CommercialBuildingArea_Residential_SpecialUseArea,29,Berlin
37,38,41055,0,5318,104,0,33579,543,39,1208,0,0,12199,1020,78,213,27280,388,14239,19284,5058,0,1697,7051,14479,11081,4237,1241,734,0,0,0,40373,146,514,12128,8143,15962,1968,689,13,13677,11177,2791,3,7535,2054,432,563,5221,1395,30253,3948,203,128,317,170,40,55,3316,20204,12212,3948,15743,7216,419,15999,198,18,695,301,3597,22192,13877,17116,6249,3485,1030,27,0,3,2054,747,13,151,105,1733,932,0,0,0,0,0,0,0,0,10800,3726,2071,307,31,2554,1942,12615,39017,20645,8395,5475,3242,1228,20645,10833,39,2930,2785,375,1228,20645,11501,3912,2196,432,94,0,0,0,67958,5437,5151,8219,9152,11377,9737,9035,6367,3465,9549,9269,20519,14471,14157,30513,24578,4655,7953,245,0,0,0,56906,3951,3119,3220,628,30929,37024,7957,19008,41005,61558,2037,2495,1700,49,61558,186,120,121,3,221,34,72,566,15,178,956,151,3000,61558,6389,63964,3822,15,57,2420.2,CommercialBuildingArea_MixedUseArea_Residential,15,Berlin
38,39,40642,0,11524,100,0,26412,355,21,1673,0,0,9987,462,13,246,29628,906,9488,16799,9151,0,1741,4989,10681,10988,5827,2856,2578,0,0,0,39709,358,540,7229,6310,16884,4722,2020,253,10888,16423,1674,389,6075,1432,476,676,15158,4582,16372,4144,2825,1415,2094,1499,405,173,8056,11910,7566,4144,8078,3705,510,26143,187,8,6526,2229,8914,13652,8986,20461,8312,4699,1598,6,0,0,1418,574,9,93,48,1428,739,0,0,0,0,0,0,0,0,12081,4452,3009,512,57,3828,2878,13735,38141,16633,9984,7407,3021,859,16633,14823,9,2391,2511,239,859,16633,12482,4595,3133,661,159,0,0,0,75193,6501,7076,6871,7577,12662,10548,11373,8555,4011,12205,8274,20223,16194,18334,29790,32701,5316,7229,191,0,0,0,64798,4250,2115,2870,604,35128,40057,9276,23695,42244,69971,1795,1558,1358,39,69971,112,95,70,6,133,12,70,457,9,118,625,54,2450,69971,5147,71372,3593,22,51,1224.7,CommercialBuildingArea_Residential_SpecialUseArea,40,Berlin
39,40,23070,0,4630,24,0,17278,201,9,656,0,0,4843,573,25,429,17016,373,7739,10518,2482,0,1246,3809,7379,6316,2247,790,724,0,0,0,22472,416,152,1043,3463,14881,1990,643,42,5960,5715,1158,299,4702,1708,1794,92,4082,2187,13641,2953,1025,666,695,420,94,39,4330,8601,3890,2953,2910,1984,926,16163,65,8,2477,602,4727,9532,5498,10434,4414,1870,704,0,0,0,831,324,0,68,55,1039,532,0,0,0,0,0,0,0,0,6802,2157,1158,165,6,2110,1374,6957,22017,10938,5310,3128,2013,572,10938,7066,0,1290,1730,180,572,10938,7108,2249,1215,223,54,0,0,0,39707,2881,3129,4395,4377,6236,5468,5747,4978,2534,5303,5110,10593,8263,10480,15815,15813,3336,4701,57,0,0,0,33876,2399,1478,1305,462,18116,21589,4899,12124,22692,36854,956,1091,640,6,36854,62,34,25,3,80,5,29,374,0,55,519,57,1108,36854,2824,37505,2142,12,9,1140.4,CommercialBuildingArea_Residential_SpecialUseArea,11,Berlin
40,41,29977,0,10078,50,0,18226,163,15,977,0,0,7458,1484,21,26,20763,227,7038,11222,7135,0,501,3509,8011,7243,4543,2618,2629,0,0,0,29227,289,403,3374,10060,11903,1932,599,19,9081,10635,663,8,6192,1014,266,253,10695,3027,14024,1844,2630,1297,2438,1297,196,173,8575,8521,2459,1844,5652,3449,544,18467,224,9,6638,1790,9386,9189,2674,15001,6049,3179,1182,0,3,0,764,324,6,76,48,1182,648,0,0,0,0,0,0,0,0,8931,3197,2036,359,53,3254,2378,9378,28415,12514,7061,5326,2615,714,12514,10715,3,1402,2161,212,714,12514,9144,3440,2172,440,137,0,0,0,55707,4448,5405,4134,4591,8963,7791,8797,7353,4304,8830,5178,13563,11966,16258,21339,23779,4796,5618,127,0,0,0,49240,2526,1017,1948,416,24983,30705,6605,19545,29558,52693,1097,578,903,3,52693,9,19,33,0,51,24,64,159,3,55,198,12,1660,52693,2934,53641,1862,13,3,1484.0,CommercialBuildingArea_MixedUseArea_Residential,22,Berlin
41,42,6729,0,2584,26,0,3705,39,0,172,0,0,1696,88,0,0,4881,254,524,1902,2422,0,303,353,1052,1660,1166,621,1045,0,0,0,6357,235,107,771,1682,2653,359,407,82,1824,2686,101,0,723,558,134,174,3241,1057,1828,472,929,304,334,439,87,35,1472,2121,347,472,1864,136,137,4066,22,0,1676,597,1564,2235,588,3969,1352,1157,285,0,0,0,129,106,3,21,9,251,113,0,0,0,0,0,0,0,0,1981,934,716,129,9,645,642,2613,6359,2203,1563,1720,618,119,2203,2927,0,291,464,46,119,2203,1993,941,766,166,31,0,0,0,14320,1686,1675,991,1267,2624,1774,2033,1414,648,3104,1288,3951,2760,3180,5895,6540,730,1013,60,0,0,0,12012,767,344,827,131,6783,7539,1961,4380,7969,13081,465,184,436,6,13081,3,9,16,0,3,18,37,48,0,40,31,13,700,13081,1193,13571,672,3,6,2231.3,Residential_SpecialUseArea,12,Berlin
42,43,7517,0,2908,10,0,4149,57,9,260,0,0,2038,49,72,0,5284,547,858,2209,2393,0,565,836,1018,1748,1300,734,889,0,0,0,6768,696,36,869,1568,3402,883,96,16,2187,2934,0,172,818,191,505,121,3572,930,2429,463,854,240,676,386,25,46,2217,1282,1120,463,1101,502,192,5206,45,0,1847,527,2396,1357,1269,4125,1494,1021,405,0,0,0,247,68,3,15,6,261,117,0,0,0,0,0,0,0,0,2231,888,685,130,12,746,680,2701,7108,2730,1834,1665,549,198,2730,3008,0,404,472,27,198,2730,2291,938,739,174,48,0,0,0,15223,1393,1591,1632,1283,2357,2054,2268,1687,921,2657,1986,3651,3191,3757,6292,6650,1048,1188,49,0,0,0,12916,814,291,781,223,7132,8089,1964,4933,8312,13938,419,218,487,17,13938,3,0,31,4,6,9,9,57,23,27,67,13,790,13938,1258,14673,485,9,17,1476.3,Residential,8,Berlin
43,44,4635,0,2138,21,0,2076,60,10,198,0,0,1191,67,5,11,3321,90,607,1319,1516,0,139,435,885,999,790,475,570,0,0,0,4387,133,89,636,533,1917,648,182,80,1291,2455,46,62,234,122,67,104,2582,605,1029,321,836,325,446,330,61,26,1065,839,294,321,256,306,54,3715,32,0,1661,471,1129,945,423,2465,1021,494,200,0,0,0,95,41,0,18,3,97,50,0,0,0,0,0,0,0,0,1436,541,305,60,3,498,425,1465,4250,1594,1190,890,291,94,1594,1835,0,193,203,33,94,1594,1487,556,322,80,9,0,0,0,8942,779,738,630,712,1439,1207,1511,1235,534,1414,773,2186,1962,2581,3271,4175,635,773,28,0,0,0,7905,390,132,223,79,4261,4649,997,3199,4743,8499,156,62,96,0,8499,0,6,4,0,3,0,6,15,0,3,15,3,215,8499,411,8665,226,0,0,1413.6,Residential_SpecialUseArea,12,Berlin
44,45,64931,0,7245,6,0,55308,102,70,1994,0,0,18218,1425,53,75,44800,1567,24240,27761,9283,0,3486,13311,22107,16612,6138,1802,840,0,0,0,63206,511,1191,30588,5612,22058,3353,454,31,19944,20587,1423,3515,10428,3935,789,357,4309,1510,49797,8999,6,0,64,18,0,28,1716,16695,36868,8999,8398,13971,3719,36225,555,0,87,113,2178,19867,42233,24646,7562,5234,1875,208,0,0,3200,1264,33,255,149,2898,1441,0,0,0,0,0,0,0,0,14571,5472,3289,832,297,2480,2940,19227,62805,35160,11066,8565,5016,2988,35160,14692,218,4613,4360,528,2988,35160,16496,5869,3517,1040,542,0,0,0,108059,9160,8656,14837,16445,20096,15913,11967,7194,3778,15948,16702,36536,22529,16334,56768,33697,5241,11296,982,0,33,6,80527,7793,10839,7547,1278,53527,54526,12321,21832,73910,87244,5879,9911,4599,368,87244,339,416,786,6,489,104,240,1134,68,496,6371,448,8922,87244,20820,100204,7236,54,426,4173.7,CommercialBuildingArea_MixedUseArea_Residential,20,Berlin
45,46,15353,0,2769,10,0,12052,22,9,449,0,0,5375,257,14,10,9639,153,4487,6621,3696,0,425,2308,4996,4229,2141,834,334,0,0,0,15083,32,232,10556,807,2721,428,79,0,5700,6447,20,4,1519,674,45,118,1707,179,11640,1780,11,0,6,15,0,15,712,5359,7337,1780,3663,3746,103,7285,192,0,30,61,803,6004,8383,6860,2272,1564,504,32,0,0,759,344,9,72,31,736,380,0,0,0,0,0,0,0,0,4064,1586,975,164,25,765,818,5285,14860,7524,3113,2443,1302,474,7524,4339,35,1147,1126,161,474,7524,4291,1662,1055,211,80,0,0,0,26755,2527,2220,2772,3588,4947,4242,3654,1888,919,4333,3185,8534,6200,4506,12918,9625,1278,2772,181,0,0,0,22765,1611,963,1202,191,12396,14359,3327,7125,16304,24182,1077,763,698,19,24182,55,67,88,0,90,3,57,233,11,42,282,24,1332,24182,2573,25522,1167,6,22,6000.0,MixedUseArea,1,Berlin
46,47,31754,0,3742,0,0,26620,4,3,1222,0,0,6584,257,634,30,24012,182,12956,13728,2858,0,1315,6889,11452,7669,2479,672,551,0,0,0,31202,165,378,6697,12059,9354,1394,454,27,7592,7108,3649,2229,5468,1824,1128,241,2609,796,21192,6929,91,342,683,45,52,71,2757,11161,9244,6929,2133,6498,1041,20362,714,0,1167,244,3445,15193,11416,13371,4780,2598,880,15,0,0,1419,628,6,94,75,1577,764,0,0,0,0,0,0,0,0,8375,2812,1559,361,99,1883,1557,9882,30498,16012,6305,4304,2752,1080,16012,8343,18,2181,2411,260,1080,16012,8982,2954,1693,443,192,0,0,0,53623,4602,4443,7371,7191,8894,7206,6313,5017,2607,8081,8327,16089,10407,10714,24803,18839,3580,6238,167,0,0,0,43426,3245,3943,2508,411,25214,28406,5980,13171,34460,46457,1907,3607,1395,146,46457,145,248,123,0,307,6,33,660,18,101,2241,76,2719,46457,7152,49835,3523,3,168,1582.8,CommercialBuildingArea_Residential,17,Berlin
